	P28566	P08913	P30556	Q5T6X5	P08912	P43115	Q96G91	P25101	Q9UBS5	P35462	P51681	P20309	P28335	P08588	Q14832	O60883	P43119	Q13639	P41231	P13945	O95665	P34995	Q9Y271	P35372	P08100	P21554	P18089	Q9NPC1	P37288	P24530	P08172	P48039	P21728	P30542	Q8NFJ5	Q15722	Q14416	P29274	P30872	P50406	P11229	Q15391	P30518	P07550	P35368	Q13258	P41595	Q8TDS4	P32745	P28222	P41143	P08173	Q99677	P08908	P25100	P47900	P18825	P43088	P41594	P25105	P25024	P51582	P28223	Q9NS75	P34981	P34969	P14416	Q9Y5N1	P32238	Q13255	P25021	Q9H3N8	P43116	P35348	P32239	P35346	O15303	Q15077	Q14833	P29275	P30874	P30939	Q9H244	P21918	P21731	P21917	P47898	O00222	Q14831	P35367	P43657	P28221	P41145	P0DMS8
P32745	0.16666666666666666	0.125	0.26666666666666666	0.15789473684210525	0.25925925925925924	0.2857142857142857	0.1875	0.25	0.28	0.2	0.19230769230769232	0.20833333333333334	0.2631578947368421	0.3333333333333333	0.23809523809523808	0.3157894736842105	0.23529411764705882	0.4444444444444444	0.2857142857142857	0.14285714285714285	0.0625	0.14285714285714285	0.25	0.15789473684210525	0.23529411764705882	0.1111111111111111	0.16666666666666666	0.08333333333333333	0.15384615384615385	0.1	0.3125	0.19230769230769232	0.18181818181818182	0.2777777777777778	0.15384615384615385	0.38461538461538464	0.25	0.15384615384615385	0.2777777777777778	0.25	0.2777777777777778	0.16666666666666666	0.11538461538461539	0.11764705882352941	0.25	0.125	0.2222222222222222	0.3333333333333333	1.0	0.32	0.2	0.21052631578947367	0.17647058823529413	0.125	0.0	0.38461538461538464	0.09523809523809523	0.2631578947368421	0.2	0.1111111111111111	0.42857142857142855	0.05555555555555555	0.29411764705882354	0.17647058823529413	0.21739130434782608	0.10526315789473684	0.25	0.07142857142857142	0.25	0.20689655172413793	0.29411764705882354	0.3125	0.1111111111111111	0.29411764705882354	0.07692307692307693	0.2857142857142857	0.16666666666666666	0.35294117647058826	0.16666666666666666	0.2727272727272727	0.3125	0.23076923076923078	0.15384615384615385	0.5714285714285714	0.2222222222222222	0.1875	0.15789473684210525	0.14285714285714285	0.2857142857142857	0.10526315789473684	0.2857142857142857	0.2	0.09090909090909091	0.09090909090909091	
P28222	0.28	0.20833333333333334	0.15384615384615385	0.375	0.5	0.16	0.2	0.28125	0.34375	0.34615384615384615	0.5555555555555556	0.42857142857142855	0.16666666666666666	0.20689655172413793	0.37037037037037035	0.38461538461538464	0.23076923076923078	0.32142857142857145	0.16	0.08	0.037037037037037035	0.125	0.19230769230769232	0.2222222222222222	0.28	0.3225806451612903	0.041666666666666664	0.043478260869565216	0.04	0.2222222222222222	0.28	0.2727272727272727	0.09090909090909091	0.36	0.08333333333333333	0.16	0.4642857142857143	0.04	0.25925925925925924	0.13043478260869565	0.3076923076923077	0.23076923076923078	0.2903225806451613	0.15384615384615385	0.2413793103448276	0.16	0.32	0.25	0.32	1.0	0.16	0.36	0.14814814814814814	0.20833333333333334	0.0	0.16	0.21428571428571427	0.2962962962962963	0.41379310344827586	0.14814814814814814	0.24	0.1111111111111111	0.32	0.24	0.39285714285714285	0.28	0.38461538461538464	0.04	0.19230769230769232	0.3939393939393939	0.43478260869565216	0.18518518518518517	0.19230769230769232	0.2692307692307692	0.13636363636363635	0.11538461538461539	0.3	0.25925925925925924	0.4375	0.25806451612903225	0.28	0.17391304347826086	0.24242424242424243	0.2222222222222222	0.17857142857142858	0.2	0.32	0.34615384615384615	0.46153846153846156	0.23076923076923078	0.22580645161290322	0.4583333333333333	0.16666666666666666	0.0	
P41143	0.13333333333333333	0.16666666666666666	0.07142857142857142	0.125	0.1111111111111111	0.16666666666666666	0.15384615384615385	0.18181818181818182	0.21739130434782608	0.25	0.125	0.13636363636363635	0.1111111111111111	0.17647058823529413	0.0	0.16666666666666666	0.21428571428571427	0.2222222222222222	0.2727272727272727	0.2	0.18181818181818182	0.2	0.14285714285714285	0.125	0.21428571428571427	0.13043478260869565	0.1111111111111111	0.125	0.2222222222222222	0.2857142857142857	0.13333333333333333	0.22727272727272727	0.125	0.1875	0.0	0.16666666666666666	0.18181818181818182	0.1	0.05555555555555555	0.0	0.11764705882352941	0.13333333333333333	0.041666666666666664	0.25	0.16666666666666666	0.07692307692307693	0.125	0.25	0.2	0.16	1.0	0.11764705882352941	0.14285714285714285	0.0	0.0	0.4	0.11764705882352941	0.1111111111111111	0.13043478260869565	0.06666666666666667	0.14285714285714285	0.07142857142857142	0.125	0.06666666666666667	0.2	0.0625	0.23529411764705882	0.0	0.06666666666666667	0.10714285714285714	0.2	0.13333333333333333	0.06666666666666667	0.058823529411764705	0.0	0.07692307692307693	0.14285714285714285	0.1875	0.06896551724137931	0.14285714285714285	0.0625	0.09090909090909091	0.23809523809523808	0.125	0.058823529411764705	0.15384615384615385	0.0	0.05263157894736842	0.21052631578947367	0.0625	0.15	0.1111111111111111	0.05263157894736842	0.14285714285714285	
P08173	0.2222222222222222	0.1875	0.17647058823529413	0.21052631578947367	0.4583333333333333	0.1875	0.1111111111111111	0.2916666666666667	0.375	0.3157894736842105	0.28	0.36363636363636365	0.25	0.3157894736842105	0.22727272727272727	0.3	0.15789473684210525	0.2857142857142857	0.11764705882352941	0.0625	0.0	0.0	0.16666666666666666	0.21052631578947367	0.375	0.10714285714285714	0.0	0.0	0.0	0.15	0.375	0.23076923076923078	0.07692307692307693	0.14285714285714285	0.06666666666666667	0.1875	0.34782608695652173	0.14285714285714285	0.2631578947368421	0.23076923076923078	0.2	0.2222222222222222	0.15384615384615385	0.17647058823529413	0.3	0.05555555555555555	0.4375	0.19047619047619047	0.21052631578947367	0.36	0.11764705882352941	1.0	0.0	0.11764705882352941	0.0	0.26666666666666666	0.09090909090909091	0.25	0.2916666666666667	0.10526315789473684	0.23529411764705882	0.05263157894736842	0.2777777777777778	0.23529411764705882	0.20833333333333334	0.2222222222222222	0.23809523809523808	0.06666666666666667	0.23529411764705882	0.2857142857142857	0.15	0.29411764705882354	0.16666666666666666	0.35294117647058826	0.07142857142857142	0.11764705882352941	0.2608695652173913	0.2631578947368421	0.2857142857142857	0.20833333333333334	0.375	0.21428571428571427	0.19230769230769232	0.21052631578947367	0.21052631578947367	0.25	0.2777777777777778	0.3888888888888889	0.21739130434782608	0.2222222222222222	0.16666666666666666	0.3157894736842105	0.19047619047619047	0.0	
Q99677	0.26666666666666666	0.06666666666666667	0.13333333333333333	0.1111111111111111	0.14285714285714285	0.06666666666666667	0.0	0.12	0.1111111111111111	0.29411764705882354	0.20833333333333334	0.125	0.047619047619047616	0.1	0.14285714285714285	0.0	0.05555555555555555	0.043478260869565216	0.06666666666666667	0.0	0.07142857142857142	0.0	0.125	0.17647058823529413	0.0	0.16666666666666666	0.09090909090909091	0.0	0.0	0.05263157894736842	0.0	0.20833333333333334	0.0	0.16666666666666666	0.18181818181818182	0.06666666666666667	0.16666666666666666	0.0	0.16666666666666666	0.0	0.10526315789473684	0.05555555555555555	0.17391304347826086	0.0625	0.045454545454545456	0.14285714285714285	0.1111111111111111	0.29411764705882354	0.17647058823529413	0.14814814814814814	0.14285714285714285	0.0	1.0	0.14285714285714285	0.0	0.06666666666666667	0.05	0.047619047619047616	0.12	0.2	0.125	0.13333333333333333	0.05263157894736842	0.125	0.08333333333333333	0.11764705882352941	0.21052631578947367	0.0	0.2	0.2222222222222222	0.1111111111111111	0.05555555555555555	0.058823529411764705	0.05263157894736842	0.0	0.14285714285714285	0.18181818181818182	0.16666666666666666	0.13793103448275862	0.13043478260869565	0.0	0.07692307692307693	0.2727272727272727	0.17647058823529413	0.05263157894736842	0.0	0.1111111111111111	0.1	0.25	0.05555555555555555	0.19047619047619047	0.1	0.1	0.0	
P08908	0.13333333333333333	0.2727272727272727	0.15384615384615385	0.125	0.2	0.16666666666666666	0.07142857142857142	0.08333333333333333	0.12	0.17647058823529413	0.125	0.13636363636363635	0.05263157894736842	0.17647058823529413	0.15789473684210525	0.16666666666666666	0.21428571428571427	0.15789473684210525	0.07692307692307693	0.09090909090909091	0.0	0.09090909090909091	0.06666666666666667	0.125	0.0625	0.13043478260869565	0.0	0.0	0.0	0.058823529411764705	0.13333333333333333	0.08	0.125	0.1875	0.0	0.07692307692307693	0.18181818181818182	0.2222222222222222	0.05555555555555555	0.2222222222222222	0.11764705882352941	0.13333333333333333	0.13636363636363635	0.15384615384615385	0.16666666666666666	0.4	0.2	0.25	0.125	0.20833333333333334	0.0	0.11764705882352941	0.14285714285714285	1.0	0.0	0.16666666666666666	0.11764705882352941	0.17647058823529413	0.18181818181818182	0.14285714285714285	0.3333333333333333	0.0	0.2	0.23076923076923078	0.14285714285714285	0.13333333333333333	0.23529411764705882	0.0	0.14285714285714285	0.14814814814814814	0.2	0.0625	0.06666666666666667	0.2	0.1111111111111111	0.07692307692307693	0.14285714285714285	0.1875	0.14814814814814814	0.2631578947368421	0.21428571428571427	0.3333333333333333	0.08333333333333333	0.2	0.125	0.07142857142857142	0.2	0.17647058823529413	0.21052631578947367	0.13333333333333333	0.15	0.25	0.25	0.0	
P25100	0.0	0.14285714285714285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06666666666666667	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.05263157894736842	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07142857142857142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.08333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07142857142857142	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
P47900	0.21428571428571427	0.16666666666666666	0.25	0.125	0.2	0.5555555555555556	0.15384615384615385	0.18181818181818182	0.2727272727272727	0.25	0.08	0.25	0.17647058823529413	0.3333333333333333	0.15789473684210525	0.3125	0.21428571428571427	0.375	0.16666666666666666	0.2	0.18181818181818182	0.09090909090909091	0.23076923076923078	0.2	0.4166666666666667	0.13043478260869565	0.1111111111111111	0.125	0.1	0.125	0.3076923076923077	0.22727272727272727	0.125	0.11764705882352941	0.1	0.4	0.3	0.2222222222222222	0.11764705882352941	0.375	0.26666666666666666	0.21428571428571427	0.08695652173913043	0.25	0.4	0.16666666666666666	0.38461538461538464	0.42857142857142855	0.38461538461538464	0.16	0.4	0.26666666666666666	0.06666666666666667	0.16666666666666666	0.0	1.0	0.05555555555555555	0.17647058823529413	0.18181818181818182	0.14285714285714285	0.45454545454545453	0.07142857142857142	0.38461538461538464	0.14285714285714285	0.2	0.13333333333333333	0.3125	0.1	0.23076923076923078	0.14814814814814814	0.2	0.3076923076923077	0.14285714285714285	0.2857142857142857	0.1111111111111111	0.16666666666666666	0.2	0.46153846153846156	0.10714285714285714	0.2	0.3076923076923077	0.3333333333333333	0.18181818181818182	0.38461538461538464	0.2857142857142857	0.25	0.125	0.17647058823529413	0.2777777777777778	0.0625	0.2777777777777778	0.25	0.1111111111111111	0.14285714285714285	
P18825	0.047619047619047616	0.35714285714285715	0.1111111111111111	0.15	0.09375	0.05555555555555555	0.17647058823529413	0.0	0.1	0.25	0.14285714285714285	0.07142857142857142	0.041666666666666664	0.19047619047619047	0.08	0.18181818181818182	0.15789473684210525	0.17391304347826086	0.11764705882352941	0.0	0.0	0.13333333333333333	0.05	0.09523809523809523	0.1	0.10714285714285714	0.07142857142857142	0.0	0.06666666666666667	0.045454545454545456	0.1	0.23076923076923078	0.07692307692307693	0.09090909090909091	0.06666666666666667	0.05555555555555555	0.14814814814814814	0.0	0.14285714285714285	0.06666666666666667	0.043478260869565216	0.047619047619047616	0.1111111111111111	0.05263157894736842	0.08333333333333333	0.05555555555555555	0.045454545454545456	0.08695652173913043	0.09523809523809523	0.21428571428571427	0.11764705882352941	0.09090909090909091	0.05	0.11764705882352941	0.08333333333333333	0.05555555555555555	1.0	0.041666666666666664	0.14814814814814814	0.16666666666666666	0.16666666666666666	0.05263157894736842	0.045454545454545456	0.16666666666666666	0.11538461538461539	0.15789473684210525	0.23809523809523808	0.14285714285714285	0.10526315789473684	0.09090909090909091	0.15	0.047619047619047616	0.05	0.045454545454545456	0.07142857142857142	0.05555555555555555	0.11538461538461539	0.09090909090909091	0.058823529411764705	0.07407407407407407	0.1	0.0	0.06896551724137931	0.09523809523809523	0.15	0.17647058823529413	0.045454545454545456	0.0	0.037037037037037035	0.047619047619047616	0.12	0.13636363636363635	0.08695652173913043	0.0	
P43088	0.15	0.05263157894736842	0.10526315789473684	0.14285714285714285	0.3333333333333333	0.25	0.10526315789473684	0.28	0.36	0.08333333333333333	0.17857142857142858	0.2916666666666667	0.18181818181818182	0.13043478260869565	0.2727272727272727	0.2857142857142857	0.09523809523809523	0.21739130434782608	0.17647058823529413	0.058823529411764705	0.11764705882352941	0.125	0.15789473684210525	0.09090909090909091	0.15	0.3333333333333333	0.06666666666666667	0.15384615384615385	0.0625	0.2	0.2777777777777778	0.1	0.07142857142857142	0.19047619047619047	0.0625	0.17647058823529413	0.18518518518518517	0.3076923076923077	0.08695652173913043	0.13333333333333333	0.13636363636363635	0.2777777777777778	0.19230769230769232	0.3125	0.22727272727272727	0.17647058823529413	0.14285714285714285	0.23809523809523808	0.2631578947368421	0.2962962962962963	0.1111111111111111	0.25	0.047619047619047616	0.17647058823529413	0.0	0.17647058823529413	0.041666666666666664	1.0	0.28	0.047619047619047616	0.2222222222222222	0.10526315789473684	0.2	0.2222222222222222	0.2	0.2777777777777778	0.2857142857142857	0.0	0.1	0.37037037037037035	0.3333333333333333	0.09523809523809523	0.15789473684210525	0.2631578947368421	0.14285714285714285	0.05263157894736842	0.25	0.25	0.32142857142857145	0.30434782608695654	0.2777777777777778	0.2	0.18518518518518517	0.2	0.2631578947368421	0.10526315789473684	0.09090909090909091	0.3	0.3181818181818182	0.15	0.2608695652173913	0.18181818181818182	0.13043478260869565	0.07692307692307693	
P41594	0.20833333333333334	0.18181818181818182	0.22727272727272727	0.36363636363636365	0.5	0.23809523809523808	0.17391304347826086	0.26666666666666666	0.48148148148148145	0.14285714285714285	0.3448275862068966	0.4230769230769231	0.14285714285714285	0.23076923076923078	0.4782608695652174	0.5	0.16	0.21428571428571427	0.23809523809523808	0.09090909090909091	0.13636363636363635	0.09090909090909091	0.037037037037037035	0.2	0.20833333333333334	0.4074074074074074	0.1	0.10526315789473684	0.045454545454545456	0.30434782608695654	0.3181818181818182	0.21875	0.05	0.2916666666666667	0.09523809523809523	0.23809523809523808	0.4074074074074074	0.15	0.2916666666666667	0.09523809523809523	0.4090909090909091	0.3181818181818182	0.27586206896551724	0.22727272727272727	0.375	0.18181818181818182	0.30434782608695654	0.28	0.2	0.41379310344827586	0.13043478260869565	0.2916666666666667	0.12	0.18181818181818182	0.0	0.18181818181818182	0.14814814814814814	0.28	1.0	0.12	0.2727272727272727	0.125	0.36363636363636365	0.21739130434782608	0.5	0.20833333333333334	0.2692307692307692	0.09523809523809523	0.21739130434782608	0.43333333333333335	0.25	0.20833333333333334	0.2727272727272727	0.25	0.1	0.18181818181818182	0.5	0.2916666666666667	0.43333333333333335	0.3333333333333333	0.3181818181818182	0.2	0.22580645161290322	0.25	0.30434782608695654	0.17391304347826086	0.25	0.28	0.4	0.16	0.2962962962962963	0.28	0.28	0.05263157894736842	
P25105	0.1875	0.14285714285714285	0.3076923076923077	0.1111111111111111	0.18518518518518517	0.06666666666666667	0.0625	0.07692307692307693	0.2	0.15789473684210525	0.20833333333333334	0.08	0.047619047619047616	0.047619047619047616	0.2	0.09523809523809523	0.05555555555555555	0.2631578947368421	0.06666666666666667	0.0	0.0	0.0	0.2857142857142857	0.1111111111111111	0.1875	0.21739130434782608	0.0	0.0	0.0	0.0	0.11764705882352941	0.20833333333333334	0.0	0.05	0.3	0.14285714285714285	0.16666666666666666	0.0	0.16666666666666666	0.08333333333333333	0.10526315789473684	0.1875	0.17391304347826086	0.13333333333333333	0.09523809523809523	0.06666666666666667	0.25	0.15789473684210525	0.1111111111111111	0.14814814814814814	0.06666666666666667	0.10526315789473684	0.2	0.14285714285714285	0.0	0.14285714285714285	0.16666666666666666	0.047619047619047616	0.12	1.0	0.2857142857142857	0.13333333333333333	0.17647058823529413	0.2	0.23809523809523808	0.05555555555555555	0.15	0.08333333333333333	0.2	0.17857142857142858	0.1111111111111111	0.11764705882352941	0.125	0.1111111111111111	0.0	0.0	0.04	0.05	0.13793103448275862	0.08333333333333333	0.1875	0.07692307692307693	0.16666666666666666	0.1111111111111111	0.1111111111111111	0.0625	0.1111111111111111	0.15789473684210525	0.19047619047619047	0.11764705882352941	0.19047619047619047	0.15789473684210525	0.15789473684210525	0.0	
P25024	0.1875	0.3333333333333333	0.4166666666666667	0.17647058823529413	0.3333333333333333	0.45454545454545453	0.21428571428571427	0.12	0.36363636363636365	0.2222222222222222	0.20833333333333334	0.22727272727272727	0.15789473684210525	0.29411764705882354	0.14285714285714285	0.4375	0.26666666666666666	0.4117647058823529	0.3333333333333333	0.16666666666666666	0.15384615384615385	0.16666666666666666	0.2	0.1111111111111111	0.26666666666666666	0.16666666666666666	0.09090909090909091	0.2222222222222222	0.08333333333333333	0.17647058823529413	0.35714285714285715	0.20833333333333334	0.1	0.23529411764705882	0.3	0.6	0.2727272727272727	0.18181818181818182	0.16666666666666666	0.3	0.3125	0.26666666666666666	0.22727272727272727	0.21428571428571427	0.35294117647058826	0.3333333333333333	0.3333333333333333	0.5714285714285714	0.42857142857142855	0.24	0.14285714285714285	0.23529411764705882	0.125	0.3333333333333333	0.0	0.45454545454545453	0.16666666666666666	0.2222222222222222	0.2727272727272727	0.2857142857142857	1.0	0.13333333333333333	0.42857142857142855	0.2857142857142857	0.23809523809523808	0.1875	0.35294117647058826	0.08333333333333333	0.38461538461538464	0.2222222222222222	0.25	0.35714285714285715	0.2	0.25	0.2	0.14285714285714285	0.23809523809523808	0.4	0.2222222222222222	0.13043478260869565	0.35714285714285715	0.2727272727272727	0.21739130434782608	0.42857142857142855	0.3333333333333333	0.3076923076923077	0.1111111111111111	0.1	0.3888888888888889	0.11764705882352941	0.25	0.29411764705882354	0.15789473684210525	0.1111111111111111	
P51582	0.2857142857142857	0.0	0.23076923076923078	0.05555555555555555	0.19230769230769232	0.25	0.14285714285714285	0.125	0.2608695652173913	0.10526315789473684	0.16666666666666666	0.18181818181818182	0.23529411764705882	0.10526315789473684	0.15	0.15789473684210525	0.125	0.09523809523809523	0.15384615384615385	0.08333333333333333	0.2727272727272727	0.08333333333333333	0.21428571428571427	0.1875	0.125	0.17391304347826086	0.0	0.1111111111111111	0.09090909090909091	0.26666666666666666	0.058823529411764705	0.21739130434782608	0.0	0.05263157894736842	0.3333333333333333	0.25	0.125	0.0	0.17647058823529413	0.2	0.17647058823529413	0.125	0.18181818181818182	0.06666666666666667	0.2222222222222222	0.15384615384615385	0.1875	0.23529411764705882	0.05555555555555555	0.1111111111111111	0.07142857142857142	0.05263157894736842	0.13333333333333333	0.0	0.0	0.07142857142857142	0.05263157894736842	0.10526315789473684	0.125	0.13333333333333333	0.13333333333333333	1.0	0.26666666666666666	0.13333333333333333	0.08695652173913043	0.2857142857142857	0.15789473684210525	0.09090909090909091	0.3076923076923077	0.14285714285714285	0.11764705882352941	0.058823529411764705	0.21428571428571427	0.05555555555555555	0.1	0.15384615384615385	0.08695652173913043	0.1111111111111111	0.14285714285714285	0.13636363636363635	0.058823529411764705	0.0	0.22727272727272727	0.05555555555555555	0.35714285714285715	0.14285714285714285	0.1875	0.05	0.09090909090909091	0.125	0.14285714285714285	0.16666666666666666	0.10526315789473684	0.0	
P28223	0.4	0.125	0.26666666666666666	0.29411764705882354	0.4782608695652174	0.5	0.1875	0.2	0.3333333333333333	0.2631578947368421	0.2916666666666667	0.45	0.2631578947368421	0.3333333333333333	0.3	0.3888888888888889	0.23529411764705882	0.3684210526315789	0.2857142857142857	0.14285714285714285	0.3076923076923077	0.14285714285714285	0.17647058823529413	0.2222222222222222	0.4	0.25	0.07692307692307693	0.18181818181818182	0.15384615384615385	0.29411764705882354	0.23529411764705882	0.2916666666666667	0.08333333333333333	0.21052631578947367	0.15384615384615385	0.5	0.42857142857142855	0.15384615384615385	0.2777777777777778	0.25	0.5333333333333333	0.23529411764705882	0.20833333333333334	0.11764705882352941	0.47058823529411764	0.38461538461538464	0.4666666666666667	0.5	0.29411764705882354	0.32	0.125	0.2777777777777778	0.05263157894736842	0.2	0.0	0.38461538461538464	0.045454545454545456	0.2	0.36363636363636365	0.17647058823529413	0.42857142857142855	0.26666666666666666	1.0	0.1111111111111111	0.4	0.3125	0.3157894736842105	0.07142857142857142	0.3333333333333333	0.34615384615384615	0.15789473684210525	0.23529411764705882	0.3333333333333333	0.29411764705882354	0.16666666666666666	0.2857142857142857	0.2727272727272727	0.4375	0.34615384615384615	0.21739130434782608	0.3125	0.45454545454545453	0.25	0.29411764705882354	0.4666666666666667	0.26666666666666666	0.29411764705882354	0.3333333333333333	0.42105263157894735	0.16666666666666666	0.22727272727272727	0.4117647058823529	0.2	0.09090909090909091	
Q9NS75	0.1875	0.14285714285714285	0.13333333333333333	0.1111111111111111	0.391304347826087	0.14285714285714285	0.13333333333333333	0.21739130434782608	0.30434782608695654	0.15789473684210525	0.2608695652173913	0.22727272727272727	0.047619047619047616	0.1	0.2	0.2777777777777778	0.11764705882352941	0.2	0.06666666666666667	0.0	0.0	0.0	0.2	0.25	0.05555555555555555	0.21739130434782608	0.0	0.0	0.0	0.1111111111111111	0.35714285714285715	0.11538461538461539	0.0	0.16666666666666666	0.08333333333333333	0.14285714285714285	0.07692307692307693	0.18181818181818182	0.23529411764705882	0.18181818181818182	0.16666666666666666	0.11764705882352941	0.17391304347826086	0.3076923076923077	0.2777777777777778	0.06666666666666667	0.17647058823529413	0.2222222222222222	0.17647058823529413	0.24	0.06666666666666667	0.23529411764705882	0.125	0.23076923076923078	0.0	0.14285714285714285	0.16666666666666666	0.2222222222222222	0.21739130434782608	0.2	0.2857142857142857	0.13333333333333333	0.1111111111111111	1.0	0.18181818181818182	0.11764705882352941	0.2777777777777778	0.18181818181818182	0.125	0.2222222222222222	0.25	0.1875	0.058823529411764705	0.25	0.09090909090909091	0.06666666666666667	0.13043478260869565	0.10526315789473684	0.2222222222222222	0.13043478260869565	0.5833333333333334	0.07692307692307693	0.07692307692307693	0.17647058823529413	0.1111111111111111	0.13333333333333333	0.17647058823529413	0.1	0.25	0.26666666666666666	0.3157894736842105	0.2222222222222222	0.29411764705882354	0.0	
P34981	0.17391304347826086	0.09090909090909091	0.13636363636363635	0.4	0.48148148148148145	0.2	0.19047619047619047	0.3333333333333333	0.3103448275862069	0.1111111111111111	0.37037037037037035	0.34615384615384615	0.2	0.2	0.3333333333333333	0.47619047619047616	0.17391304347826086	0.23076923076923078	0.2631578947368421	0.1	0.15	0.15789473684210525	0.08333333333333333	0.2727272727272727	0.22727272727272727	0.5	0.1111111111111111	0.11764705882352941	0.10526315789473684	0.21739130434782608	0.22727272727272727	0.32142857142857145	0.05555555555555555	0.3181818181818182	0.05	0.2631578947368421	0.3333333333333333	0.10526315789473684	0.3181818181818182	0.05	0.38095238095238093	0.2857142857142857	0.25	0.19047619047619047	0.34782608695652173	0.14285714285714285	0.4	0.25	0.21739130434782608	0.39285714285714285	0.2	0.20833333333333334	0.08333333333333333	0.14285714285714285	0.0	0.2	0.11538461538461539	0.2	0.5	0.23809523809523808	0.23809523809523808	0.08695652173913043	0.4	0.18181818181818182	1.0	0.17391304347826086	0.2916666666666667	0.05	0.18181818181818182	0.41379310344827586	0.3333333333333333	0.17391304347826086	0.23809523809523808	0.2727272727272727	0.1111111111111111	0.2	0.36	0.20833333333333334	0.41379310344827586	0.25925925925925924	0.2857142857142857	0.2222222222222222	0.2413793103448276	0.16666666666666666	0.16666666666666666	0.13636363636363635	0.21739130434782608	0.30434782608695654	0.375	0.22727272727272727	0.2692307692307692	0.2	0.25	0.058823529411764705	
P34969	0.3333333333333333	0.0625	0.125	0.23529411764705882	0.32	0.21428571428571427	0.125	0.16	0.24	0.2777777777777778	0.2	0.3333333333333333	0.15	0.21052631578947367	0.25	0.2631578947368421	0.1111111111111111	0.13636363636363635	0.0625	0.0	0.14285714285714285	0.07142857142857142	0.1875	0.23529411764705882	0.17647058823529413	0.2608695652173913	0.0	0.09090909090909091	0.07692307692307693	0.23529411764705882	0.17647058823529413	0.2	0.09090909090909091	0.15789473684210525	0.16666666666666666	0.13333333333333333	0.2608695652173913	0.0	0.15789473684210525	0.16666666666666666	0.29411764705882354	0.17647058823529413	0.16666666666666666	0.125	0.2631578947368421	0.3076923076923077	0.3125	0.2777777777777778	0.10526315789473684	0.28	0.0625	0.2222222222222222	0.11764705882352941	0.13333333333333333	0.0	0.13333333333333333	0.15789473684210525	0.2777777777777778	0.20833333333333334	0.05555555555555555	0.1875	0.2857142857142857	0.3125	0.11764705882352941	0.17391304347826086	1.0	0.3333333333333333	0.07692307692307693	0.35714285714285715	0.21428571428571427	0.23529411764705882	0.1111111111111111	0.11764705882352941	0.16666666666666666	0.08333333333333333	0.0625	0.35	0.29411764705882354	0.3076923076923077	0.125	0.1111111111111111	0.15384615384615385	0.2608695652173913	0.10526315789473684	0.3125	0.125	0.3125	0.15	0.23809523809523808	0.17647058823529413	0.18181818181818182	0.35294117647058826	0.21052631578947367	0.0	
P14416	0.2631578947368421	0.23529411764705882	0.1	0.13636363636363635	0.32142857142857145	0.23529411764705882	0.15789473684210525	0.17857142857142858	0.2962962962962963	0.2857142857142857	0.36	0.3333333333333333	0.08	0.22727272727272727	0.20833333333333334	0.3333333333333333	0.2	0.2608695652173913	0.16666666666666666	0.05555555555555555	0.05263157894736842	0.1875	0.21052631578947367	0.25	0.2	0.32	0.0	0.06666666666666667	0.058823529411764705	0.13636363636363635	0.14285714285714285	0.3076923076923077	0.14285714285714285	0.23809523809523808	0.125	0.23529411764705882	0.2222222222222222	0.125	0.13043478260869565	0.2	0.23809523809523808	0.2	0.18518518518518517	0.2222222222222222	0.47368421052631576	0.23529411764705882	0.3888888888888889	0.42105263157894735	0.25	0.38461538461538464	0.23529411764705882	0.23809523809523808	0.21052631578947367	0.23529411764705882	0.07142857142857142	0.3125	0.23809523809523808	0.2857142857142857	0.2692307692307692	0.15	0.35294117647058826	0.15789473684210525	0.3157894736842105	0.2777777777777778	0.2916666666666667	0.3333333333333333	1.0	0.125	0.2777777777777778	0.3103448275862069	0.3888888888888889	0.14285714285714285	0.09523809523809523	0.25	0.13333333333333333	0.10526315789473684	0.24	0.3	0.22580645161290322	0.24	0.2	0.1875	0.2222222222222222	0.25	0.19047619047619047	0.2222222222222222	0.13636363636363635	0.125	0.30434782608695654	0.09090909090909091	0.36363636363636365	0.2857142857142857	0.22727272727272727	0.0	
