	Q9NPC1	P25024	P41145	P43115	O00222	P43116	P30542	P35372	P28221	P08173	P47898	P43088	P21728	P08100	Q9H3N8	P25021	P18825	P30872	P21731	P47900	P30874	P28223	P37288	Q15077	Q9NS75	P51582	P28335	Q14833	P41595	Q14831	Q15722	Q9H244	P34995	P35368	P21918	P24530	P14416	Q9Y5N1	P25101	P11229	P20309	P48039	O60883	P30518	Q9Y271	Q99677	P30939	P41143	P34981	P32238	P13945	P28222	Q13639	P30556	P0DMS8	P43119	Q15391	Q8NFJ5	P29275	P29274	Q13258	P35367	P32239	P25100	P35346	P43657	P08588	P08908	Q13255	Q5T6X5	P28566	P41231	Q9UBS5	P08912	Q14416	O15303	P08913	P35462	P32745	O95665	Q8TDS4	P25105	P35348	P07550	P21554	P18089	Q14832	P21917	P34969	Q96G91	P51681	P50406	P08172	P41594
Q9Y271	0.2028985507246377	0.20930232558139536	0.16666666666666666	0.16666666666666666	0.15625	0.16981132075471697	0.14545454545454545	0.2	0.15384615384615385	0.13636363636363635	0.18181818181818182	0.2	0.14893617021276595	0.10526315789473684	0.21333333333333335	0.19672131147540983	0.16666666666666666	0.20634920634920634	0.21052631578947367	0.1724137931034483	0.1568627450980392	0.2	0.171875	0.1724137931034483	0.21212121212121213	0.21153846153846154	0.17647058823529413	0.1320754716981132	0.1527777777777778	0.14285714285714285	0.25	0.14285714285714285	0.1702127659574468	0.14893617021276595	0.17543859649122806	0.14	0.11363636363636363	0.17073170731707318	0.19230769230769232	0.14285714285714285	0.1896551724137931	0.20754716981132076	0.1206896551724138	0.1956521739130435	1.0	0.22580645161290322	0.16279069767441862	0.20833333333333334	0.23404255319148937	0.22950819672131148	0.15	0.14516129032258066	0.18309859154929578	0.13953488372093023	0.14285714285714285	0.1276595744680851	0.2	0.14084507042253522	0.19607843137254902	0.1774193548387097	0.20930232558139536	0.2	0.24444444444444444	0.17647058823529413	0.19298245614035087	0.19642857142857142	0.18867924528301888	0.11538461538461539	0.17777777777777778	0.16666666666666666	0.17647058823529413	0.2608695652173913	0.18181818181818182	0.2	0.1702127659574468	0.17543859649122806	0.14516129032258066	0.16981132075471697	0.18333333333333332	0.16	0.24074074074074073	0.2	0.15151515151515152	0.21951219512195122	0.1836734693877551	0.16393442622950818	0.17307692307692307	0.1095890410958904	0.16	0.13333333333333333	0.14893617021276595	0.15942028985507245	0.1282051282051282	0.13333333333333333	
Q99677	0.17567567567567569	0.14285714285714285	0.15384615384615385	0.15384615384615385	0.13043478260869565	0.15789473684210525	0.15517241379310345	0.1836734693877551	0.14492753623188406	0.12857142857142856	0.19148936170212766	0.16923076923076924	0.16	0.09523809523809523	0.1728395061728395	0.203125	0.15714285714285714	0.19402985074626866	0.19047619047619047	0.18032786885245902	0.125	0.1875	0.234375	0.2413793103448276	0.2537313432835821	0.21818181818181817	0.18518518518518517	0.14285714285714285	0.16	0.2	0.18518518518518517	0.16923076923076924	0.1568627450980392	0.16	0.109375	0.1509433962264151	0.1276595744680851	0.15555555555555556	0.2	0.13043478260869565	0.19672131147540983	0.19298245614035087	0.21052631578947367	0.11320754716981132	0.22580645161290322	1.0	0.17391304347826086	0.19230769230769232	0.24	0.2153846153846154	0.1774193548387097	0.171875	0.11392405063291139	0.1276595744680851	0.12195121951219512	0.14	0.1875	0.11842105263157894	0.16071428571428573	0.14925373134328357	0.19148936170212766	0.1388888888888889	0.25	0.16363636363636364	0.16129032258064516	0.24561403508771928	0.13559322033898305	0.16981132075471697	0.2127659574468085	0.17333333333333334	0.16363636363636364	0.24	0.16666666666666666	0.20634920634920634	0.1346153846153846	0.18333333333333332	0.171875	0.13793103448275862	0.11940298507462686	0.16981132075471697	0.16393442622950818	0.20588235294117646	0.15942028985507245	0.14893617021276595	0.16981132075471697	0.11940298507462686	0.18181818181818182	0.08974358974358974	0.14814814814814814	0.14285714285714285	0.20833333333333334	0.12	0.11627906976744186	0.14583333333333334	
P30939	0.17307692307692307	0.25	0.25925925925925924	0.21428571428571427	0.15555555555555556	0.25	0.20588235294117646	0.28	0.2926829268292683	0.1276595744680851	0.36363636363636365	0.16279069767441862	0.23076923076923078	0.25	0.13114754098360656	0.18604651162790697	0.14583333333333334	0.2	0.3333333333333333	0.1794871794871795	0.1935483870967742	0.19047619047619047	0.15217391304347827	0.21052631578947367	0.13725490196078433	0.24242424242424243	0.26666666666666666	0.22580645161290322	0.22	0.25925925925925924	0.22580645161290322	0.13636363636363635	0.2222222222222222	0.23076923076923078	0.15384615384615385	0.20689655172413793	0.22727272727272727	0.3684210526315789	0.14285714285714285	0.3684210526315789	0.23684210526315788	0.16666666666666666	0.22857142857142856	0.2222222222222222	0.16279069767441862	0.17391304347826086	1.0	0.3333333333333333	0.38461538461538464	0.20454545454545456	0.11904761904761904	0.225	0.16981132075471697	0.22727272727272727	0.08196721311475409	0.24	0.16279069767441862	0.09259259259259259	0.25806451612903225	0.18604651162790697	0.25	0.16666666666666666	0.36	0.26666666666666666	0.21052631578947367	0.18421052631578946	0.17142857142857143	0.2413793103448276	0.34782608695652173	0.16981132075471697	0.3103448275862069	0.2413793103448276	0.30434782608695654	0.21951219512195122	0.2692307692307692	0.18421052631578946	0.16666666666666666	0.17647058823529413	0.225	0.2857142857142857	0.18421052631578946	0.14285714285714285	0.14893617021276595	0.21739130434782608	0.2413793103448276	0.13953488372093023	0.21875	0.1346153846153846	0.2413793103448276	0.15	0.23076923076923078	0.16	0.2222222222222222	0.3181818181818182	
P41143	0.15	0.22580645161290322	0.4482758620689655	0.3125	0.17647058823529413	0.17073170731707318	0.225	0.3793103448275862	0.2978723404255319	0.17307692307692307	0.3103448275862069	0.20833333333333334	0.25	0.21739130434782608	0.18461538461538463	0.22916666666666666	0.21153846153846154	0.2653061224489796	0.28	0.22727272727272727	0.21621621621621623	0.1836734693877551	0.1509433962264151	0.2	0.13793103448275862	0.2564102564102564	0.3142857142857143	0.21052631578947367	0.2545454545454545	0.23529411764705882	0.21052631578947367	0.20833333333333334	0.17142857142857143	0.25	0.15217391304347827	0.16216216216216217	0.25	0.3076923076923077	0.17073170731707318	0.25925925925925924	0.2222222222222222	0.21951219512195122	0.18604651162790697	0.17142857142857143	0.20833333333333334	0.19230769230769232	0.3333333333333333	1.0	0.375	0.22	0.1702127659574468	0.29545454545454547	0.20689655172413793	0.25	0.13846153846153847	0.18181818181818182	0.23404255319148937	0.08064516129032258	0.2702702702702703	0.2826086956521739	0.26666666666666666	0.20754716981132076	0.3125	0.3142857142857143	0.2558139534883721	0.17777777777777778	0.32432432432432434	0.2222222222222222	0.25806451612903225	0.16666666666666666	0.2777777777777778	0.2571428571428571	0.3103448275862069	0.20833333333333334	0.28125	0.20454545454545456	0.2391304347826087	0.2	0.2391304347826087	0.2222222222222222	0.15217391304347827	0.20754716981132076	0.21568627450980393	0.2857142857142857	0.29411764705882354	0.2127659574468085	0.20512820512820512	0.13559322033898305	0.29411764705882354	0.17391304347826086	0.21212121212121213	0.2222222222222222	0.2	0.27586206896551724	
P34981	0.1896551724137931	0.22580645161290322	0.23529411764705882	0.23529411764705882	0.15384615384615385	0.2	0.225	0.25	0.19607843137254902	0.17307692307692307	0.3103448275862069	0.23404255319148937	0.25	0.16666666666666666	0.16666666666666666	0.2553191489361702	0.14545454545454545	0.2916666666666667	0.28	0.22727272727272727	0.21621621621621623	0.20833333333333334	0.2708333333333333	0.22727272727272727	0.2222222222222222	0.32432432432432434	0.24324324324324326	0.21052631578947367	0.21052631578947367	0.23529411764705882	0.2777777777777778	0.16	0.20588235294117646	0.21212121212121213	0.1276595744680851	0.19444444444444445	0.16666666666666666	0.25925925925925924	0.17073170731707318	0.25925925925925924	0.27906976744186046	0.25	0.275	0.17142857142857143	0.23404255319148937	0.24	0.38461538461538464	0.375	1.0	0.2978723404255319	0.1956521739130435	0.2127659574468085	0.1864406779661017	0.25	0.13846153846153847	0.25806451612903225	0.1836734693877551	0.13559322033898305	0.3055555555555556	0.2553191489361702	0.3103448275862069	0.23076923076923078	0.3548387096774194	0.2777777777777778	0.2857142857142857	0.2619047619047619	0.225	0.2222222222222222	0.3	0.22807017543859648	0.3142857142857143	0.2222222222222222	0.4074074074074074	0.2608695652173913	0.24242424242424243	0.23255813953488372	0.1875	0.17073170731707318	0.2391304347826087	0.375	0.15217391304347827	0.18518518518518517	0.16981132075471697	0.2	0.2571428571428571	0.14	0.2702702702702703	0.17543859649122806	0.1891891891891892	0.2	0.21212121212121213	0.2	0.15384615384615385	0.23333333333333334	
P32238	0.19444444444444445	0.1702127659574468	0.18	0.1568627450980392	0.1323529411764706	0.14035087719298245	0.15789473684210525	0.2127659574468085	0.2	0.14705882352941177	0.1702127659574468	0.20967741935483872	0.16326530612244897	0.0975609756097561	0.189873417721519	0.26666666666666666	0.14285714285714285	0.1791044776119403	0.1951219512195122	0.16393442622950818	0.14814814814814814	0.171875	0.2	0.2033898305084746	0.2028985507246377	0.2222222222222222	0.18867924528301888	0.125	0.2112676056338028	0.18	0.26	0.15384615384615385	0.16	0.1875	0.12903225806451613	0.1320754716981132	0.13043478260869565	0.1590909090909091	0.18181818181818182	0.13333333333333333	0.22033898305084745	0.24074074074074073	0.1724137931034483	0.16	0.22950819672131148	0.2153846153846154	0.20454545454545456	0.22	0.2978723404255319	1.0	0.14285714285714285	0.21311475409836064	0.20833333333333334	0.15555555555555556	0.1375	0.19148936170212766	0.171875	0.13513513513513514	0.2549019607843137	0.22580645161290322	0.2222222222222222	0.265625	0.2553191489361702	0.23529411764705882	0.22413793103448276	0.1864406779661017	0.15789473684210525	0.17307692307692307	0.16666666666666666	0.17567567567567569	0.26	0.22	0.25	0.20967741935483872	0.13725490196078433	0.1864406779661017	0.1935483870967742	0.18181818181818182	0.15625	0.22	0.12903225806451613	0.19117647058823528	0.1791044776119403	0.15217391304347827	0.17307692307692307	0.15625	0.18518518518518517	0.2	0.17307692307692307	0.14516129032258066	0.14	0.16901408450704225	0.09302325581395349	0.125	
P13945	0.1267605633802817	0.13953488372093023	0.15217391304347827	0.20454545454545456	0.16393442622950818	0.1568627450980392	0.15384615384615385	0.21428571428571427	0.16129032258064516	0.14285714285714285	0.16666666666666666	0.1694915254237288	0.18604651162790697	0.14705882352941177	0.15789473684210525	0.1864406779661017	0.1746031746031746	0.21666666666666667	0.19444444444444445	0.14035087719298245	0.19148936170212766	0.21052631578947367	0.18032786885245902	0.14035087719298245	0.11594202898550725	0.15384615384615385	0.2391304347826087	0.14	0.15942028985507245	0.17777777777777778	0.16326530612244897	0.11290322580645161	0.13043478260869565	0.275	0.16363636363636364	0.2	0.15	0.15384615384615385	0.20408163265306123	0.125	0.17857142857142858	0.22	0.14814814814814814	0.13043478260869565	0.15	0.1774193548387097	0.11904761904761904	0.1702127659574468	0.1956521739130435	0.14285714285714285	1.0	0.1724137931034483	0.17391304347826086	0.21052631578947367	0.14864864864864866	0.16279069767441862	0.11290322580645161	0.13043478260869565	0.1836734693877551	0.16666666666666666	0.225	0.15384615384615385	0.1276595744680851	0.2127659574468085	0.16071428571428573	0.12280701754385964	0.2765957446808511	0.1702127659574468	0.19047619047619047	0.19117647058823528	0.1875	0.1702127659574468	0.1951219512195122	0.13114754098360656	0.13043478260869565	0.14285714285714285	0.25925925925925924	0.18	0.15254237288135594	0.1956521739130435	0.16363636363636364	0.171875	0.25862068965517243	0.20512820512820512	0.1956521739130435	0.23636363636363636	0.1836734693877551	0.13043478260869565	0.27906976744186046	0.16071428571428573	0.13333333333333333	0.16666666666666666	0.07894736842105263	0.2	
P28222	0.10810810810810811	0.13333333333333333	0.27906976744186046	0.2222222222222222	0.21666666666666667	0.12962962962962962	0.16981132075471697	0.2926829268292683	0.34545454545454546	0.21311475409836064	0.275	0.18333333333333332	0.20454545454545456	0.1388888888888889	0.18421052631578946	0.2	0.22580645161290322	0.22950819672131148	0.125	0.11666666666666667	0.20833333333333334	0.2909090909090909	0.13846153846153847	0.17543859649122806	0.16176470588235295	0.19230769230769232	0.2553191489361702	0.20408163265306123	0.26153846153846155	0.25	0.1346153846153846	0.14516129032258066	0.08	0.15217391304347827	0.17857142857142858	0.12	0.2	0.23684210526315788	0.1509433962264151	0.20512820512820512	0.1724137931034483	0.21153846153846154	0.23076923076923078	0.125	0.14516129032258066	0.171875	0.225	0.29545454545454547	0.2127659574468085	0.21311475409836064	0.1724137931034483	1.0	0.2028985507246377	0.11627906976744186	0.1917808219178082	0.18181818181818182	0.16393442622950818	0.1267605633802817	0.17647058823529413	0.2413793103448276	0.18604651162790697	0.16666666666666666	0.2222222222222222	0.20408163265306123	0.28846153846153844	0.11864406779661017	0.19230769230769232	0.2127659574468085	0.23809523809523808	0.12162162162162163	0.2826086956521739	0.16326530612244897	0.275	0.16393442622950818	0.22727272727272727	0.2	0.25	0.24489795918367346	0.20689655172413793	0.1875	0.2	0.16666666666666666	0.171875	0.1951219512195122	0.26666666666666666	0.22807017543859648	0.2	0.17647058823529413	0.2391304347826087	0.11666666666666667	0.20454545454545456	0.1791044776119403	0.13157894736842105	0.21951219512195122	
Q13639	0.13095238095238096	0.12280701754385964	0.21428571428571427	0.1724137931034483	0.14666666666666667	0.1746031746031746	0.171875	0.15789473684210525	0.20833333333333334	0.20833333333333334	0.18518518518518517	0.18309859154929578	0.17857142857142858	0.10204081632653061	0.25609756097560976	0.26865671641791045	0.18666666666666668	0.2222222222222222	0.13725490196078433	0.15942028985507245	0.18333333333333332	0.16666666666666666	0.1917808219178082	0.15942028985507245	0.1794871794871795	0.15384615384615385	0.2	0.18032786885245902	0.20253164556962025	0.1724137931034483	0.2	0.16666666666666666	0.09836065573770492	0.2	0.19696969696969696	0.09523809523809523	0.1509433962264151	0.15384615384615385	0.12121212121212122	0.15384615384615385	0.22727272727272727	0.20634920634920634	0.16666666666666666	0.11666666666666667	0.18309859154929578	0.11392405063291139	0.16981132075471697	0.20689655172413793	0.1864406779661017	0.20833333333333334	0.17391304347826086	0.2028985507246377	1.0	0.1509433962264151	0.19047619047619047	0.16071428571428573	0.2	0.06896551724137931	0.23728813559322035	0.2318840579710145	0.23076923076923078	0.2	0.19298245614035087	0.2	0.23076923076923078	0.16176470588235295	0.19047619047619047	0.16666666666666666	0.16071428571428573	0.2	0.3333333333333333	0.12903225806451613	0.18518518518518517	0.23529411764705882	0.15517241379310345	0.12857142857142856	0.18571428571428572	0.2542372881355932	0.27692307692307694	0.1864406779661017	0.16176470588235295	0.16883116883116883	0.1891891891891892	0.19230769230769232	0.1864406779661017	0.18571428571428572	0.1774193548387097	0.2236842105263158	0.16666666666666666	0.1267605633802817	0.1	0.3333333333333333	0.12	0.14545454545454545	
P30556	0.17647058823529413	0.20833333333333334	0.17857142857142858	0.32	0.0851063829787234	0.21875	0.17647058823529413	0.24	0.18181818181818182	0.15555555555555556	0.20833333333333334	0.1951219512195122	0.19230769230769232	0.35714285714285715	0.13333333333333333	0.19047619047619047	0.125	0.20454545454545456	0.35294117647058826	0.18421052631578946	0.2	0.11363636363636363	0.13043478260869565	0.15384615384615385	0.14	0.14285714285714285	0.1935483870967742	0.15625	0.15384615384615385	0.13793103448275862	0.1935483870967742	0.11363636363636363	0.23076923076923078	0.24	0.1282051282051282	0.1724137931034483	0.23809523809523808	0.25	0.18181818181818182	0.19047619047619047	0.1794871794871795	0.24242424242424243	0.16666666666666666	0.14285714285714285	0.13953488372093023	0.1276595744680851	0.22727272727272727	0.25	0.25	0.15555555555555556	0.21052631578947367	0.11627906976744186	0.1509433962264151	1.0	0.1016949152542373	0.2	0.11363636363636363	0.11538461538461539	0.22580645161290322	0.13636363636363635	0.2608695652173913	0.14583333333333334	0.17857142857142858	0.23333333333333334	0.18421052631578946	0.2222222222222222	0.17647058823529413	0.20689655172413793	0.2	0.17307692307692307	0.23333333333333334	0.16666666666666666	0.3181818181818182	0.16666666666666666	0.18518518518518517	0.1282051282051282	0.17073170731707318	0.18181818181818182	0.2	0.20689655172413793	0.1282051282051282	0.12244897959183673	0.17777777777777778	0.35	0.20689655172413793	0.14285714285714285	0.15151515151515152	0.11538461538461539	0.16666666666666666	0.15384615384615385	0.14814814814814814	0.16326530612244897	0.16666666666666666	0.21739130434782608	
P0DMS8	0.13793103448275862	0.11475409836065574	0.07462686567164178	0.125	0.08433734939759036	0.09859154929577464	0.14492753623188406	0.12903225806451613	0.12345679012345678	0.10975609756097561	0.07936507936507936	0.15789473684210525	0.12903225806451613	0.07407407407407407	0.15053763440860216	0.12658227848101267	0.14814814814814814	0.15	0.10714285714285714	0.1506849315068493	0.10294117647058823	0.1	0.1518987341772152	0.1506849315068493	0.12941176470588237	0.09722222222222222	0.16923076923076924	0.10144927536231885	0.16470588235294117	0.125	0.10144927536231885	0.11392405063291139	0.09230769230769231	0.1111111111111111	0.09210526315789473	0.08955223880597014	0.1016949152542373	0.0847457627118644	0.13043478260869565	0.10344827586206896	0.14864864864864866	0.1267605633802817	0.125	0.09230769230769231	0.14285714285714285	0.12195121951219512	0.08196721311475409	0.13846153846153847	0.13846153846153847	0.1375	0.14864864864864866	0.1917808219178082	0.19047619047619047	0.1016949152542373	1.0	0.09523809523809523	0.11392405063291139	0.11494252873563218	0.1323529411764706	0.12658227848101267	0.13333333333333333	0.13253012048192772	0.09090909090909091	0.10144927536231885	0.1506849315068493	0.12162162162162163	0.11267605633802817	0.12121212121212122	0.09523809523809523	0.14942528735632185	0.11764705882352941	0.1044776119402985	0.0967741935483871	0.15789473684210525	0.109375	0.16901408450704225	0.14473684210526316	0.09859154929577464	0.14473684210526316	0.13846153846153847	0.12162162162162163	0.10588235294117647	0.09523809523809523	0.13793103448275862	0.12121212121212122	0.12987012987012986	0.1323529411764706	0.2597402597402597	0.1044776119402985	0.2727272727272727	0.12903225806451613	0.14285714285714285	0.05263157894736842	0.08064516129032258	
P43119	0.10344827586206896	0.13793103448275862	0.1935483870967742	0.1935483870967742	0.1702127659574468	0.19444444444444445	0.1891891891891892	0.16666666666666666	0.14285714285714285	0.21739130434782608	0.2222222222222222	0.15217391304347827	0.16666666666666666	0.15	0.2	0.14893617021276595	0.13725490196078433	0.1875	0.22727272727272727	0.13953488372093023	0.17647058823529413	0.23255813953488372	0.14285714285714285	0.13953488372093023	0.10909090909090909	0.15789473684210525	0.1388888888888889	0.1388888888888889	0.12280701754385964	0.1935483870967742	0.17142857142857143	0.17777777777777778	0.16129032258064516	0.16666666666666666	0.2	0.11764705882352941	0.15384615384615385	0.16	0.16216216216216217	0.20833333333333334	0.19047619047619047	0.18421052631578946	0.21052631578947367	0.125	0.1276595744680851	0.14	0.24	0.18181818181818182	0.25806451612903225	0.19148936170212766	0.16279069767441862	0.18181818181818182	0.16071428571428573	0.2	0.09523809523809523	1.0	0.10416666666666667	0.12727272727272726	0.16666666666666666	0.14893617021276595	0.2222222222222222	0.1346153846153846	0.23333333333333334	0.20588235294117646	0.225	0.11627906976744186	0.1282051282051282	0.18181818181818182	0.21428571428571427	0.14035087719298245	0.24242424242424243	0.14705882352941177	0.2222222222222222	0.15217391304347827	0.125	0.17073170731707318	0.13043478260869565	0.22857142857142856	0.18181818181818182	0.3	0.17073170731707318	0.1568627450980392	0.16326530612244897	0.14814814814814814	0.21875	0.13043478260869565	0.2	0.14814814814814814	0.11428571428571428	0.13953488372093023	0.12903225806451613	0.1509433962264151	0.13636363636363635	0.18518518518518517	
Q15391	0.22058823529411764	0.18181818181818182	0.19148936170212766	0.12	0.13846153846153847	0.19230769230769232	0.14545454545454545	0.14893617021276595	0.15384615384615385	0.10294117647058823	0.13043478260869565	0.18032786885245902	0.125	0.10526315789473684	0.18181818181818182	0.19672131147540983	0.16666666666666666	0.13432835820895522	0.15	0.19298245614035087	0.1346153846153846	0.125	0.13636363636363635	0.2830188679245283	0.14285714285714285	0.23529411764705882	0.1111111111111111	0.1111111111111111	0.1527777777777778	0.19148936170212766	0.25	0.2	0.12244897959183673	0.10204081632653061	0.08064516129032258	0.11764705882352941	0.11363636363636363	0.11627906976744186	0.12727272727272726	0.09090909090909091	0.1896551724137931	0.14285714285714285	0.16071428571428573	0.1	0.2	0.1875	0.16279069767441862	0.23404255319148937	0.1836734693877551	0.171875	0.11290322580645161	0.16393442622950818	0.2	0.11363636363636363	0.11392405063291139	0.10416666666666667	1.0	0.125	0.22	0.19672131147540983	0.18181818181818182	0.21875	0.16666666666666666	0.1320754716981132	0.1724137931034483	0.17543859649122806	0.14545454545454545	0.09433962264150944	0.15217391304347827	0.1506849315068493	0.1320754716981132	0.20833333333333334	0.15555555555555556	0.18032786885245902	0.14583333333333334	0.15517241379310345	0.12698412698412698	0.08771929824561403	0.18333333333333332	0.13725490196078433	0.15517241379310345	0.2	0.10144927536231885	0.1111111111111111	0.13725490196078433	0.14516129032258066	0.12962962962962962	0.15714285714285714	0.13725490196078433	0.15254237288135594	0.17391304347826086	0.14285714285714285	0.1	0.10869565217391304	
Q8NFJ5	0.1794871794871795	0.08928571428571429	0.06557377049180328	0.1016949152542373	0.12162162162162163	0.09230769230769231	0.14285714285714285	0.08620689655172414	0.13513513513513514	0.09090909090909091	0.08928571428571429	0.17391304347826086	0.14545454545454545	0.0625	0.21951219512195122	0.10810810810810811	0.13157894736842105	0.11842105263157894	0.0784313725490196	0.1323529411764706	0.0967741935483871	0.1095890410958904	0.12	0.16666666666666666	0.12658227848101267	0.125	0.06153846153846154	0.11290322580645161	0.10843373493975904	0.08333333333333333	0.09523809523809523	0.1095890410958904	0.12280701754385964	0.05	0.07042253521126761	0.11864406779661017	0.09433962264150944	0.11764705882352941	0.109375	0.07547169811320754	0.13043478260869565	0.140625	0.15625	0.10344827586206896	0.14084507042253522	0.11842105263157894	0.09259259259259259	0.08064516129032258	0.13559322033898305	0.13513513513513514	0.13043478260869565	0.1267605633802817	0.06896551724137931	0.11538461538461539	0.11494252873563218	0.12727272727272726	0.125	1.0	0.1111111111111111	0.1388888888888889	0.10909090909090909	0.14473684210526316	0.1206896551724138	0.06153846153846154	0.1323529411764706	0.10144927536231885	0.058823529411764705	0.09836065573770492	0.14814814814814814	0.09411764705882353	0.11290322580645161	0.11666666666666667	0.12962962962962962	0.0945945945945946	0.12280701754385964	0.10144927536231885	0.0958904109589041	0.09230769230769231	0.08108108108108109	0.17543859649122806	0.13432835820895522	0.14473684210526316	0.1038961038961039	0.05357142857142857	0.13559322033898305	0.1267605633802817	0.1864406779661017	0.15384615384615385	0.09836065573770492	0.1	0.10526315789473684	0.09876543209876543	0.08163265306122448	0.1111111111111111	
P29275	0.2	0.28125	0.21621621621621623	0.21621621621621623	0.14545454545454545	0.24390243902439024	0.23809523809523808	0.22857142857142856	0.23076923076923078	0.16363636363636364	0.20588235294117646	0.17307692307692307	0.22857142857142856	0.19230769230769232	0.25	0.2916666666666667	0.15789473684210525	0.2037037037037037	0.25	0.2127659574468085	0.14285714285714285	0.1509433962264151	0.18518518518518517	0.2391304347826087	0.1694915254237288	0.23809523809523808	0.225	0.13953488372093023	0.16129032258064516	0.15384615384615385	0.2564102564102564	0.1509433962264151	0.15789473684210525	0.22857142857142856	0.19148936170212766	0.15	0.1875	0.1935483870967742	0.1590909090909091	0.15625	0.23404255319148937	0.23255813953488372	0.17391304347826086	0.15789473684210525	0.19607843137254902	0.16071428571428573	0.25806451612903225	0.2702702702702703	0.3055555555555556	0.2549019607843137	0.1836734693877551	0.17647058823529413	0.23728813559322035	0.22580645161290322	0.1323529411764706	0.16666666666666666	0.22	0.1111111111111111	1.0	0.34782608695652173	0.28125	0.2641509433962264	0.25	0.2564102564102564	0.2391304347826087	0.21739130434782608	0.18181818181818182	0.23684210526315788	0.16666666666666666	0.15873015873015872	0.2564102564102564	0.2702702702702703	0.24242424242424243	0.22	0.2222222222222222	0.14285714285714285	0.2	0.275	0.2	0.20512820512820512	0.14285714285714285	0.21818181818181817	0.18181818181818182	0.25806451612903225	0.20512820512820512	0.15384615384615385	0.16279069767441862	0.16666666666666666	0.23684210526315788	0.16326530612244897	0.19444444444444445	0.1896551724137931	0.1	0.17647058823529413	
P29274	0.18309859154929578	0.2619047619047619	0.2391304347826087	0.2127659574468085	0.11940298507462686	0.18867924528301888	0.2549019607843137	0.25	0.2459016393442623	0.1875	0.17777777777777778	0.19672131147540983	0.1956521739130435	0.13157894736842105	0.1794871794871795	0.21311475409836064	0.2	0.2222222222222222	0.14634146341463414	0.1896551724137931	0.17647058823529413	0.21666666666666667	0.15151515151515152	0.21052631578947367	0.15714285714285714	0.18518518518518517	0.19607843137254902	0.1509433962264151	0.16666666666666666	0.14	0.1509433962264151	0.19672131147540983	0.12	0.1956521739130435	0.1724137931034483	0.09433962264150944	0.19047619047619047	0.1951219512195122	0.14545454545454545	0.13953488372093023	0.16666666666666666	0.22641509433962265	0.24528301886792453	0.14285714285714285	0.1774193548387097	0.14925373134328357	0.18604651162790697	0.2826086956521739	0.2553191489361702	0.22580645161290322	0.16666666666666666	0.2413793103448276	0.2318840579710145	0.13636363636363635	0.12658227848101267	0.14893617021276595	0.19672131147540983	0.1388888888888889	0.34782608695652173	1.0	0.20454545454545456	0.1791044776119403	0.1875	0.2708333333333333	0.23214285714285715	0.15254237288135594	0.16363636363636364	0.18	0.14893617021276595	0.1643835616438356	0.24489795918367346	0.1568627450980392	0.20454545454545456	0.19672131147540983	0.19148936170212766	0.13333333333333333	0.2413793103448276	0.26	0.16129032258064516	0.2553191489361702	0.11475409836065574	0.1791044776119403	0.18461538461538463	0.13333333333333333	0.18	0.18032786885245902	0.19230769230769232	0.20588235294117646	0.18	0.1694915254237288	0.2222222222222222	0.17391304347826086	0.0975609756097561	0.20930232558139536	
Q13258	0.16666666666666666	0.28	0.2413793103448276	0.2413793103448276	0.17391304347826086	0.23529411764705882	0.19444444444444445	0.21428571428571427	0.14583333333333334	0.1702127659574468	0.28	0.20930232558139536	0.21428571428571427	0.2222222222222222	0.18333333333333332	0.2619047619047619	0.16326530612244897	0.19148936170212766	0.3	0.2	0.21875	0.18181818181818182	0.2222222222222222	0.23076923076923078	0.2	0.22857142857142856	0.21212121212121213	0.17647058823529413	0.16666666666666666	0.2413793103448276	0.3333333333333333	0.15555555555555556	0.16666666666666666	0.21428571428571427	0.11904761904761904	0.1935483870967742	0.16	0.21739130434782608	0.2	0.21739130434782608	0.225	0.2571428571428571	0.18421052631578946	0.20689655172413793	0.20930232558139536	0.19148936170212766	0.25	0.26666666666666666	0.3103448275862069	0.2222222222222222	0.225	0.18604651162790697	0.23076923076923078	0.2608695652173913	0.13333333333333333	0.2222222222222222	0.18181818181818182	0.10909090909090909	0.28125	0.20454545454545456	1.0	0.1836734693877551	0.2857142857142857	0.21212121212121213	0.2631578947368421	0.23684210526315788	0.16216216216216217	0.1875	0.2222222222222222	0.16363636363636364	0.2903225806451613	0.26666666666666666	0.3333333333333333	0.18181818181818182	0.20689655172413793	0.175	0.18604651162790697	0.2	0.18604651162790697	0.26666666666666666	0.20512820512820512	0.23404255319148937	0.12	0.30434782608695654	0.3103448275862069	0.1590909090909091	0.24242424242424243	0.12962962962962962	0.22580645161290322	0.17073170731707318	0.25925925925925924	0.17647058823529413	0.14285714285714285	0.19230769230769232	
