	P32745	O60883	P08100	P08173	P21728	P35346	P30542	P35462	Q13255	P13945	P21731	P24530	P28335	P25105	Q15391	Q9H244	Q9UBS5	P41595	P21918	Q9NS75	P30874	P21554	P41145	O95665	P28221	Q99677	P41231	O15303	P47898	P08588	P34969	Q9NPC1	P41143	Q9Y271	P28223	Q15722	P25101	Q8TDS4	P18089	P51681	P30556	P51582	Q14833	P30939	P50406	P41594	P32238	Q9Y5N1	P30872	P25024	Q9H3N8	P30518	P37288	P21917	P34995	P43088	P35367	P43116	P08913	P28566	P11229	P29274	P35372	P14416	P48039	P25021	Q15077	P28222	P35368	Q8NFJ5	P0DMS8	Q14416	P08908	Q14832	P08172	P43657	Q96G91	Q14831	P25100	P43115	Q13258	P34981	Q13639	P43119	O00222	P08912	P47900	P29275	Q5T6X5	P18825	P07550	P32239	P20309	P35348
Q14833	2.1219258809968937	2.0610137742814296	2.3972206128486944	2.2183577509299774	2.138470377525852	2.6229092202700772	2.3453115168589243	2.6510654741345325	1.744409058381367	2.8351461888058025	2.225774937875363	2.36455304679576	2.4592398057948475	2.395191943132	2.352185744744191	2.1669963119195703	1.8613997495910908	2.229512376323572	2.5409989865017906	2.414683093998971	2.2535774029553783	1.8260123185932582	2.2614216276001646	2.722936883742775	2.0723934990283146	2.5410108443513404	2.3318216275793175	1.3548686040499893	2.44554583773121	2.3426006441085456	1.8994151146544498	2.946964657820729	2.292302941972936	2.5198103985110563	2.0396708353606363	2.3824272488283027	2.18123308653105	2.0866418173884274	2.659156090023884	2.325097223237272	2.277669374114202	2.154180546556044	0.0	2.3631429166354807	2.2953566458220127	1.63970021041816	2.28395609934346	2.622305333246108	2.268626603623142	2.1979036677249337	2.3488620176114607	2.4772342122624647	2.447674633424776	2.795234039098217	2.6442947156214975	2.1253322180395813	2.002184298486433	2.284894032715903	2.3166503160530496	2.439085033874207	2.210152714849553	2.3969309080108627	2.19393102292058	2.4567367696917723	2.545762563452938	2.2221579851826734	2.4757590181698603	1.7859872807199468	2.0899690464797187	2.600141603386138	2.709448488366425	1.784753231800881	2.2281656631009796	1.5545792509368233	2.2718078948518317	2.2798933817614273	2.4952700894091797	1.262321219464805	2.657118322126016	2.241219987858426	2.4474495260855647	1.9706922940717662	2.337245397766936	2.52476621579988	1.3237153101109862	1.9021754926762884	2.56146659379175	2.4533423912876278	1.8912949080779455	2.6605853523043086	2.191904296369811	2.5173457208850074	1.7615211724923026	2.357669235507552	
P30939	1.9165398508770957	2.0074859899884743	1.8909139471577119	2.0273134932713295	1.3770943645549083	2.3434749838647737	2.068665028466426	2.077569805396751	2.609384772104124	2.0482060269890052	2.032513495923487	2.2759613353482084	1.8118526202082148	2.1230873745562153	1.9798989873223318	2.169265840258931	2.1884997715330012	1.7458806298122787	1.9039324246637406	2.2530534836084115	2.1348302040209184	2.2526253544818147	2.258594695823046	1.9578094267520754	1.7903030986917225	2.1933137030529855	2.061091743119098	2.4761309516655055	1.9042715142542042	2.3430749027719973	2.012461179749811	1.7937826652078002	2.0351596988934313	2.3547823678633235	1.7567343858646762	1.651996037855694	2.360084744241189	1.9957361957340365	1.5412837362262524	2.4410603249825855	1.9672315572906012	2.098265009330975	2.3631429166354807	0.0	1.823766007189408	2.2010201716291395	1.8869276265317108	1.9495159001398177	2.0722147750834323	1.805455460953718	2.1105390306743916	2.456062885587254	1.794435844492636	2.2516660498395398	2.0657534407829288	2.17340831499829	1.9481290028050626	1.7055465073954716	1.954482028569207	1.473301491192695	1.6564923610294018	1.839912437530052	1.7985590940569114	2.0740013214753454	2.413313413681087	1.9343926695477325	1.970836759060526	2.0282695952511873	2.0352675621614904	1.9134837648496514	1.5680844648452104	1.9729836187514564	1.6680827317612277	2.10566873711176	1.9519221295943148	2.166441641899247	1.775452450773795	2.218635560428977	1.841874045639386	1.7435121768269357	1.586148722092301	1.8460105909882587	1.7199626754491721	1.9364916731037083	1.9794312688618787	2.037366976646787	1.8894443627691182	2.4928787464384308	1.6453980046094547	2.350698858630543	1.7378147196982763	1.9405974253685228	2.182234808706566	2.0299818832395995	
P50406	1.6983072304443596	1.9875633733960048	2.1539395957902188	2.093283720543844	1.5396774259447068	1.8934466736938886	2.2609568815897765	2.1965065370943275	2.60885462396424	1.6253337929216989	1.7470415550327771	2.237436579878767	1.9346726700816708	2.1738825419333145	2.0491411839687217	2.2587697572631287	2.2469686212081106	1.9135031616921985	1.892408781631341	1.9725475602760554	2.2064955130204984	2.4511349379936154	2.3675366083414073	1.8523574472943374	1.7409739153265105	2.125600155346288	1.623428570597429	2.311241383909062	1.8798406901671654	2.010431977136725	2.024593685616138	1.7066655414603538	1.8887252746933072	2.0965228744913107	1.8504556745318124	1.535601022703372	2.4206804575472205	2.0116816820064596	1.6209232832708138	2.6916348116309683	1.9890003642482301	1.6349206349206364	2.2953566458220127	1.823766007189408	0.0	2.257263408474539	1.733510852342652	1.7276266603496908	1.7545965979296692	1.5791908746314178	2.159976261207422	2.2946254863155744	1.9828859610915293	1.7785570854269623	1.7357420276143467	2.080213082870026	2.1431326072453274	2.0208662070402825	2.130701453218124	2.059336474949443	1.9276419991384914	1.9663769531794928	2.087829615148144	2.1807929518216636	2.5030593525621763	1.9075407557097903	1.7581111740952884	2.123724106759788	2.0077434849013382	1.8266235398498991	1.9222412278037537	1.9098938116728885	1.603434875933707	2.000158880773472	2.062344613812748	2.065261756400138	1.8889743205793987	2.204597902853332	1.8558924361863969	1.4827961533706067	1.8117697696159172	2.2812456318101884	2.154348962156146	1.9232731454051804	1.9994802801674572	2.224432007866631	1.9031123809943225	2.7168951533646672	1.8972791630850203	2.0611334768302054	2.164745354303733	1.5402756180605597	2.079950308837269	2.143958788053299	
P41594	1.9652324558286176	1.8276225216473614	2.2235256948133286	2.077134997037595	2.012679478905486	2.2474711790544215	2.0208574407707154	2.60385202180806	1.4664295829818401	2.4178071823589025	1.9912886623137067	2.172493473213777	2.3399099344104086	2.3832429458146964	2.0568038741870227	2.2557560537765724	1.5612409893641497	2.1176929903805037	2.1666526114122173	2.314504325359718	2.3669528906158135	1.7060354085770673	2.140822446701108	2.4272865511945865	2.2565935973593563	2.2603456405970284	2.218524969148681	1.292968950703379	2.2677399669766216	2.163157807622985	2.091528100676242	2.5043064524580707	1.901736809118565	2.575888988608137	2.0355390812292353	2.098089362588625	2.1040130104871775	2.103698646901826	2.271922677614981	2.344482595255461	2.3438296471727607	2.1353188983573475	1.63970021041816	2.20102017162914	2.257263408474539	0.0	2.015429324153209	2.206591856018602	2.137382778033386	2.181405856730531	2.3730747656863684	2.164965318413202	2.161946716605701	2.2961073240459418	2.1425471739745183	2.0216141220203787	2.113786809469414	2.0669080394486383	2.0532490806671166	2.362734535930009	2.0475870145668935	2.244765894899175	2.160771677054941	2.369815222217284	2.344482595255461	2.2006347646410886	2.223922252221381	1.9846348556356872	1.9275982502420763	2.400849518905768	2.4909131911965736	1.407347698735356	2.132813765386732	1.5566645675764677	2.0166483948123726	2.1460293979511897	2.128351797527188	1.5948354813538095	2.301829352351503	2.080666477720696	2.157642810934735	1.7975796274454159	2.166070619799173	2.1130466124519254	1.6597930823875768	1.7843557442451508	2.3547751456125403	2.3901014693969818	1.7195810434697483	2.337806633353205	2.056282889032513	2.221187400780887	1.9678074758158262	2.2008932188577615	
P32238	1.7877062384635007	1.9464525902139027	2.215439603204151	2.070034135543191	1.5993104287681537	1.8199919966221265	1.8889289785352992	2.103970331055998	2.278376816567805	2.082120125339337	1.777835168954259	2.052613733875876	1.7837651700316894	1.9594283615718717	1.8749655644220755	1.9333645453383057	2.0631572957143884	1.6160353486028336	1.9177293736117254	1.9543472415351033	2.361778115693469	2.198913571704663	2.2056581072211547	1.9424453760217568	2.0480156058098413	1.9590658614724452	1.9220340465332706	2.345989857077939	1.8772369576165182	2.1361702040090047	1.7734264355518246	2.1332257540561885	1.9957017345342813	2.2037252457322536	1.7224813928633105	1.9155734096095887	2.21144655548548	1.7559205023376032	1.6967857043110819	2.4391394482691124	1.7397872008186037	1.7661176385255053	2.28395609934346	1.8869276265317108	1.733510852342652	2.015429324153209	0.0	1.9404288074604545	1.9181283602744468	1.3545149477955756	2.039353274167941	2.4119858686698086	1.7628864384983292	2.071716925471177	2.2091040804323354	1.8328532638004096	2.065057580291008	2.0073327468702056	2.0469691362177644	1.839576702572771	1.7814470856604927	2.052275383959711	2.021539960994228	1.8683319346242915	2.106059493777597	1.9554371644551074	1.9757741008583682	2.2512529072841287	1.9455395053666082	1.5976687255940019	1.7339715925960877	2.0118113297624767	1.9243169873408577	1.9796571876391535	1.9848392319932375	2.031170491911501	2.1455315856738078	2.1367187204908062	2.037666993612917	1.6983219720244898	1.7674747359294158	2.0247665399344164	2.098094324843188	1.9701281579322925	2.058060667931448	2.200699260920636	1.8823451172661896	2.4957723666537457	1.643337376824566	2.3845230997461817	2.0676173055751996	1.4939440352871585	2.2745447278539643	1.9854845152583227	
Q9Y5N1	2.130095930579041	2.173683040184028	1.9727451320454645	2.2326885047367617	1.6582696634275123	2.067345113019724	2.282852561232664	2.137515387841163	2.739130239167204	1.8174193025124366	2.0861545523586065	2.368371523530333	1.9465037137667829	2.00095640397592	2.034147266556878	2.425418120907093	2.359661127737435	2.0432682605780004	2.007417935244118	2.454821370117116	2.3498263070851415	2.310778037223435	2.358360075327337	1.948288427973398	2.088689260495334	2.2779583814800266	2.0810548624506757	2.4928469095164503	2.028653167367302	2.3577921183746016	2.0878658178794423	1.6673494562279603	1.960954968313935	2.1410706839031235	1.8523346165833223	1.6120775611240854	2.6481607017023756	2.2707429666431516	1.7201816599739288	2.6234810960295656	2.087865817879442	1.9366543010001211	2.622305333246108	1.9495159001398177	1.7276266603496908	2.206591856018602	1.9404288074604545	0.0	2.0152011128721736	1.7785215234128338	2.1828850736806924	2.4000425166302075	1.8648740177397556	2.0399913298468557	1.7331398382209815	2.40208872323983	2.0895474311098616	2.179189347705227	1.8449902081785112	2.055065210866087	1.8609193280441474	1.9044270539004946	2.154772866761558	2.117620350440954	2.286830084797447	2.131143580142754	2.3422381640285863	2.3222526010012667	1.9768968358717007	1.9209800184731296	1.770250504327725	2.137185607064877	2.081155324091212	2.287231484844452	2.1611599304304074	2.100777309978964	1.9248510181477505	2.5044443913139056	1.2779328014015299	1.8405053498033492	2.017098858683132	2.2689114534669432	2.0130119679648137	2.0323907707175715	2.194010261591031	2.4868639519371984	2.2062989602591974	2.963879298970559	1.9890061830559282	1.982562284777138	2.112016156400789	1.6963345838625603	2.3786184940619366	2.2662709779998518	
P30872	1.783248959582441	1.924597119938112	2.4113927126900805	2.167350319493231	1.9275055843700641	1.7939262237606939	2.264485265688104	2.4241582476968264	2.5676044462869663	2.17475605147107	2.2054925823643585	2.099382625299021	2.040379037750603	2.0877730471237292	2.3104032035475903	2.290999181291267	2.1513548164578293	2.2099754363897306	2.177535077647727	2.1362718477308573	1.7982759232932808	2.3147407395555186	2.3646215733569687	2.2900560654312208	2.1744873100867705	2.0495878086057173	1.9241032320610554	2.127946358987262	1.8430927108370714	2.352697427461761	2.319402860572012	2.3507226528752274	2.0706558721189636	2.212129860229395	2.0421784463793675	1.9471121670940779	2.2525705480792544	2.1401511426953608	1.900876990584435	2.6119673416415394	2.1217567843303473	1.8954135676924433	2.268626603623142	2.0722147750834323	1.7545965979296692	2.137382778033386	1.9181283602744468	2.0152011128721736	0.0	1.9849448661925875	2.1577004649154383	2.3239201118624933	2.140266511615024	2.2443344307471293	2.4288246396062365	2.317405957179358	2.0147907324944043	2.24433443074713	2.257050308317495	1.9969111950679377	2.0660948881718646	2.0418083851041176	1.8757714462371278	2.3412563895228318	2.3888757052845113	2.077352526298442	2.222222222222223	2.3003828265973514	2.0006120887672014	2.099069432633319	2.092756466870819	2.136595209095641	2.0338569453317197	2.007259668082867	2.15191559795935	1.9884397572414385	2.308141590164017	2.1931144879844755	2.070672640758357	1.9193248226178055	2.26172420691022	2.164266942485867	2.0000000000000013	2.2190254784643817	2.049540749521857	2.1970799925872444	2.1918198087603082	2.500000000000001	1.8268152830198445	2.262130176496207	2.043598858948669	2.0042000494577414	2.1522974818937723	2.0363245546995303	
P25024	1.7644401284662923	1.967147534245361	2.059045755073842	2.0981889081336016	1.568437982298276	2.045549240232284	1.897114762339801	2.1083302935913077	2.491860026402883	1.839958347656559	1.7370800785413958	2.0189187843623726	1.8295101634089188	1.8847199849016303	1.8218712567119155	2.0176318426949043	2.0037171680827184	1.57983156336207	1.9134150163499253	1.8794368991406007	2.235028241358355	2.1046006615259487	2.1711981115663805	1.6761057632530973	1.997626384569786	2.1332484541051815	1.7031812722904716	2.4185936430051287	2.1128419817083866	2.213314331625428	1.9882921780070377	1.7128679402039468	1.963345675032652	1.971648217663301	1.6031992807771267	1.5212000482437729	2.35268441720137	1.5668942647721387	1.8478687497863857	2.3788577957101955	1.3680232466247735	1.7015030836285883	2.1979036677249337	1.805455460953718	1.5791908746314178	2.181405856730531	1.3545149477955756	1.7785215234128338	1.9849448661925875	0.0	2.0189891403274878	2.4110066944091537	1.8359135361984487	1.845626204883933	1.8662290575913527	2.00099454916733	1.911254185602603	1.9403406780099544	1.9134150163499266	2.0519475445635167	1.776801844153824	1.9129800453247898	1.907968244536843	1.889347969923469	2.2073337950369205	1.934189720796038	1.8810131277307012	2.2153042559734293	1.8317674254190799	1.4846435474240012	1.4667261445490656	2.1136257935720164	1.796221546950717	2.2197538249502538	1.9914901601191108	2.142069906554729	1.9004131782151694	2.1279983101147515	1.798076336643329	1.4630433581300974	1.5587661999529319	1.9715894053450076	1.9269910642707744	2.0446463049624737	2.1133150257163695	2.1910811599120423	1.8504634219657132	2.5809662131079465	1.7335699826155264	2.4086620544530484	1.8614843450703928	1.3793008757039409	2.1589712885523493	2.0103040352269073	
Q9H3N8	2.0463381929681126	1.9784779503446581	1.8925108248626272	1.9168659316707561	1.941416292870291	2.384848003542364	2.1213203435596424	2.0723320644108134	2.4547997202759064	2.2144420738020796	2.4491353349475995	2.604683282090166	1.949219752780096	2.2878756522153907	2.3082731640774234	2.2839697583687166	2.309119150238896	1.861383061281703	2.1031939013740177	2.2325713874364688	2.1972994789058684	2.480440460189119	2.414150989478496	2.2436423986495155	2.2767189273325057	2.404423007708918	2.233265361204019	2.4840691394959045	2.057759704144291	2.3042081069209	2.187321421282204	2.4214213284763146	2.3048861143232218	2.1758618981911515	1.6564034896911926	1.8757574227737723	2.5093574874855915	1.8678877454573215	2.143578912836091	2.7081109275504884	1.9064036823296373	2.2773966483305363	2.3488620176114607	2.1105390306743916	2.159976261207422	2.3730747656863684	2.039353274167941	2.1828850736806924	2.1577004649154383	2.0189891403274878	0.0	2.626821525442986	2.202129651042372	2.359599189127961	2.523539327937048	2.3230178727330175	2.1517518809158256	2.1790511441654794	2.448619741071209	2.1288998346969823	1.4714483082891296	2.119273329338253	2.3289890113125944	2.1555537657495436	2.2182424326019725	2.099106952968333	2.3036722562459997	2.401569958445126	1.718841564052385	2.1875581141900162	2.1011736138538284	2.136443844578665	2.077909606631947	2.292502730996476	1.7956544767855531	2.0608566427679573	2.2795069334187446	2.310810193417019	2.2966007489330837	1.834549903139033	2.254443500260711	1.9172119159373708	2.093079056861352	2.1176342932621766	2.132882981978808	1.9864024650323044	1.7998263805156316	2.58434120124345	2.099423530112534	2.6123267469935394	2.2559643170936905	2.2547427338653008	1.8602727406005501	1.7866224078129018	
P30518	2.238704640944793	2.351161241530126	2.632433325921002	2.527441232486618	2.513878709842712	2.449164268121863	2.3770131102984298	2.873629680989155	2.55284288641528	2.3422839123074666	2.549732100995726	2.6641995390123236	2.7886113957690943	2.4992345767029858	2.4026983130791657	2.6534536601438155	2.4307533528198415	2.3863967662688363	2.626846104887384	2.754981573329984	2.580094524451001	2.562840843127176	2.689382942655229	2.6769239791405766	2.6881223022243246	2.6897979022785417	2.6173906246302856	2.4127636791506486	2.2401997451029185	2.578363663968579	2.681569750450399	2.3270707532897075	2.2236983121982785	2.788002723039106	2.481709104822321	2.369017707396715	2.6399598017966173	2.4143686783278167	2.4534117112591023	2.910221255351909	2.668218086120782	2.402652435355493	2.4772342122624647	2.456062885587254	2.2946254863155744	2.164965318413202	2.4119858686698086	2.4000425166302075	2.3239201118624933	2.4110066944091537	2.626821525442986	0.0	2.1502728825402038	2.5105220748751402	2.3464304852732254	2.7426807703435165	2.6756083571700113	2.1806196460676794	2.4788530473641877	2.44774051126365	2.3374097987688596	2.45558620865119	2.6122567082121555	2.9192974853570677	2.4866993122184593	2.8313005412887624	2.403753259053576	2.6878411031752547	2.2330488126089	2.4370841803303938	2.5567260456612013	2.250124556180165	2.367132511400791	2.5079775267389275	2.387937373123338	2.664965443739662	2.3722548737508675	2.3215487606249376	2.4785714285714295	2.5732644633448336	2.257238501702293	2.3473823893078554	2.4838607291764743	1.9725152284660872	2.379324840558974	2.6156302861648384	2.6130363915708243	2.7467771261059513	2.18951808154675	2.5753282773681194	2.5423755563228196	2.4442769474669537	2.58036620699192	2.627295517038495	
P37288	2.0231473006185183	1.9874606914351802	2.0483055327649624	1.9773719933285185	1.64814710778161	2.052285311549055	2.0492376631323173	2.2466435870888395	2.5464572339712372	1.9650195355639422	2.101851036057927	1.9595917942265424	1.975553066195736	2.139509289533467	1.959591794226542	2.257685287444391	2.2270005051638404	1.994289367831215	2.138277672557677	2.295920294783772	2.308137777516758	2.1870550693897064	2.1380481753225307	2.0585512226064897	1.9098186844324805	2.214864555678293	2.177343897109731	2.474399535488255	2.054568081130436	2.418677324489565	2.0952326839756963	1.8371598324587874	1.9587942719948925	2.487971060924946	1.772703962550707	1.8300521602104427	2.244994432064365	2.098323846064511	1.9310331143946984	2.337624819323744	2.1656407827707724	1.9437776634528625	2.447674633424776	1.794435844492636	1.9828859610915293	2.161946716605701	1.7628864384983292	1.8648740177397556	2.140266511615024	1.8359135361984487	2.202129651042372	2.1502728825402038	0.0	2.0387904911164036	2.2002689453684203	2.1053723168581358	1.9763895624292647	2.059126028197401	1.926843863089916	1.8653434463496283	1.773636130655592	1.9549793974475644	1.9291141701520635	2.1368027344436658	2.3086350769160884	2.015409387692733	2.0800047483326627	2.309518900338426	1.848474913038376	1.845127920069532	1.8917951498216952	2.1545477772765853	1.87149672722129	2.2454567741480744	1.8788294228055948	2.216634698761864	1.9884792145699843	2.3568716023576672	1.706604816587601	1.9830688297361423	1.598139414061507	1.9926395170471654	1.885749024317937	1.7521415467935233	2.0342438762715136	2.2394884777500668	2.1236760581595298	2.56276760120339	1.6006614889689919	2.3042181944432487	1.9493588689617924	1.6733810330085181	2.2883824450637693	2.0259473857722354	
P21917	2.105300849443297	2.104756517984919	2.202691955733224	2.211334438749598	2.0292992769809866	1.9162137145944864	2.3195276099527966	2.3765832929119375	2.8136571693556878	1.512603200384885	2.0184335693983284	2.2876479915697985	2.2614873576632095	2.4916527312876755	2.3892118644719087	2.663688813513714	2.371433725969728	2.1086206372260374	2.106006103502309	2.351860965278347	2.5535922410074274	2.615244954653294	2.6751168198790873	1.9987668782353216	2.388242806689408	2.5320857673730828	2.0017210226056967	2.5869242104762757	2.3296101247490606	2.2060522810365737	2.4152294576982403	1.7893638301549146	2.027159342528356	2.533114025595111	2.031433425708409	1.8132508893914236	2.7271780286589284	2.281162796405313	1.9810210610804833	2.8511842628424198	2.401388487243717	1.9704608723298003	2.795234039098217	2.2516660498395398	1.7785570854269623	2.2961073240459418	2.071716925471177	2.0399913298468557	2.2443344307471293	1.845626204883933	2.359599189127961	2.5105220748751402	2.0387904911164036	0.0	1.8766183022835206	2.5166114784235836	2.4382172957444164	2.2152668930418766	2.099783538627472	2.4203356567546632	2.1290978961146125	2.161853628512141	2.2973414586817045	2.3412563895228313	2.3682997144396585	2.1566273824345883	1.9984561942894399	2.5594961238812743	2.034820844145399	2.0885241054045833	2.211083193570267	2.239160742432268	2.042941778688543	2.631654524502064	2.2927421718690195	2.527400858993448	1.9529591871764387	2.6292128891869266	2.035722639916024	1.8785434836156198	2.062387821475582	2.2054354622684604	2.3120724496316454	2.0615528128088307	2.527625148017183	2.4406536262765326	2.2978250586152114	2.7436796055257204	2.224130140847844	2.167884802729688	2.3302360395462087	1.689805366564667	2.508113555805524	2.2745447278539643	
P34995	2.0499720376213872	2.152018455300201	2.3029866553058373	2.4208292383362013	1.9649187398401193	2.2761262574042265	2.249568499057688	2.535567719441327	2.7480194290397617	1.644427563571688	1.6577671666917564	2.3240446277885165	2.432229759100955	2.544645730448764	2.3078525585384924	2.652611593716181	2.3481873674649325	2.219726267675472	2.223017419028233	2.5366033408626856	2.74286325152532	2.4722286860274956	2.6406094083255254	1.8268218595442958	2.590589689998046	2.6394712409785157	1.7332362159646775	2.5259730382330794	2.4360534700362675	2.420511462407268	2.4173314055504176	1.3140488184756594	2.0138894556665643	2.634685568969717	2.12744926923611	1.5971329880767635	2.6763261934022777	2.3079297123848446	1.9808883044451817	2.9645084905441563	2.418921956565086	2.0006756109221695	2.644294715621497	2.0657534407829288	1.7357420276143467	2.1425471739745183	2.2091040804323354	1.7331398382209815	2.4288246396062365	1.8662290575913527	2.523539327937048	2.3464304852732254	2.2002689453684203	1.8766183022835206	0.0	2.26053430427069	2.4412305967973804	1.8891015852711661	2.2121236683920626	2.4086040283691155	2.2021866175637674	2.1955198390305184	2.431755362737661	2.536691085956447	2.7673113878551834	2.320059011440883	2.076835142874877	2.4639166298390154	2.274609226194488	1.95360386141543	1.9693993651118837	2.1085050375020975	2.1470531614532766	2.5191756552212694	2.3759271002702955	2.575440657042892	1.5344034208415849	2.625259743418582	1.8490722125804815	1.838602377388058	1.5991219655447066	2.37568591967426	2.311835470360974	1.811616036228951	2.5031976044186925	2.6208395155437625	2.3518468130285743	2.8007759326863435	2.332027187115359	2.044088360919917	2.3835233231400657	1.6103588561104791	2.5984079357704495	2.5660333904201513	
P43088	2.055790151778179	2.185897561220138	2.351778943168526	2.1995790843132115	1.8238390523532741	2.429682382839675	2.0018799035277204	2.5458753860865784	2.213873205019031	2.48590151324474	1.95946578761649	1.9869947529241605	2.0213128259255164	2.3368029758942344	2.139790574730084	2.240795399219667	1.9915547969511809	2.0544322247634055	2.382082900960044	2.114489256254289	2.3751218292339673	1.9907192074632127	2.4149898397148446	2.2631503839363396	2.3412563895228313	2.2601366313992157	2.110216813142561	2.1892249704581324	2.191893735596721	2.5708479650222924	2.223194231863828	2.418671342868811	2.000144670693524	2.350137899815275	2.0528672267410504	2.2011628393005926	2.057056509063737	2.060804110110158	2.13749593891752	2.5803783113684724	2.1904675638201425	2.1372648957412603	2.1253322180395813	2.17340831499829	2.080213082870026	2.0216141220203787	1.8328532638004096	2.40208872323983	2.317405957179358	2.00099454916733	2.3230178727330175	2.7426807703435165	2.1053723168581358	2.5166114784235836	2.26053430427069	0.0	2.146672598364008	1.9657562236615704	2.4508639306852613	2.277100170213245	2.0717907979569103	1.8515509014717209	2.419060117453027	2.1573875376608447	2.5671628345113686	2.0345681587483364	2.2580446036557307	2.089458117067219	2.0414288855369476	2.0405703224467215	2.0344259359556176	2.16143306631656	1.9690898442719198	1.8590606836940005	1.970429545198862	2.220974706522874	2.3607856416956023	1.854556762959019	2.2890035030635136	2.091421398224795	1.8661189016584738	2.126036273048029	2.3067266102251893	2.294518427647687	1.8765939726727257	2.1430335024428815	2.183354537640884	2.175196883383544	1.9400992647748376	2.6722279017673207	2.0235648778368382	1.9869662225270324	2.1717641526513316	2.1900797569732218	
P35367	1.9149328905229577	2.1246876289612917	2.159183942705887	1.9286658772622336	1.6325537859732222	2.086055384239764	2.304746046496874	2.1692962781072533	2.2709083630539637	2.3656940602533916	2.0998928653418694	2.002890473274533	2.1144915181114565	2.048608679240903	2.263389909913341	2.0228914277472647	2.0533701007517275	2.061051645228116	2.2137810294338034	2.004450111111246	1.9432814966459724	1.9651592382165384	1.9873697264857566	2.411969111000422	1.971716136777341	2.156367900118428	2.118396399587463	2.206999475709443	2.270282776285262	2.3194292543890405	2.1821022542341795	2.4329927600922194	1.988441548899144	2.1815814265484477	1.8697239819275582	2.237915204562031	2.1315225613987914	2.115070473976399	2.0886065495063835	2.505517608281909	1.9972087960968459	2.0460218691978334	2.002184298486433	1.9481290028050626	2.1431326072453274	2.113786809469414	2.065057580291008	2.0895474311098616	2.0147907324944043	1.911254185602603	2.1517518809158256	2.6756083571700113	1.9763895624292647	2.4382172957444164	2.4412305967973804	2.146672598364008	0.0	2.1754958903997053	2.0388783174550733	1.9086633052198032	1.8675125985612846	1.9850653362919886	1.8592170645332748	2.195523731752425	2.4779683624417546	1.7962814551499728	2.5348101957134843	2.118316780080941	2.1164448594223293	2.1635531872937883	1.9638023685909383	1.9838274890199492	1.99046452764491	2.1016314921153727	1.923946529385337	2.1409672894255736	2.2908369397007546	1.9949493950581738	1.9714962644299274	2.133944471691909	2.193152378511785	1.9304398662603905	1.8571030536462034	2.2739087837960423	1.6995606122965763	1.828785019482867	2.279499002517733	2.5471224694145573	1.7996738010326374	2.3248567004626217	1.8588186064192092	2.1445388914261416	1.924182771683339	1.8785434836156198	
P43116	1.9917364004528544	1.9908122295518818	2.087588247561772	2.309641626842667	1.7671121031743242	2.31653177065294	1.9288561665171176	2.0727509006864047	2.521512381757826	2.052083176894036	2.012307808474983	2.231093404090868	1.9715608896500756	2.2561643951134807	2.09827971866903	2.2110831935702673	2.06796414244649	1.9647957669633134	1.9799268150205618	2.3131568136303358	2.343726851737539	2.1716466984102296	2.4245560876626926	1.8465099371680858	2.3120724496316463	2.2580873174732043	1.931090177739978	2.2803757099839532	2.0924799215816203	2.6320672061666244	2.3839742727918303	1.8727996348307587	1.969824442262136	2.452323161593694	2.0388783174550733	1.9122148562767887	2.236067977499789	2.0275875100994076	1.8212734657478102	2.573191635448819	2.2173557826083456	1.9594657876164898	2.284894032715903	1.7055465073954716	2.0208662070402825	2.0669080394486383	2.0073327468702056	2.179189347705227	2.24433443074713	1.9403406780099544	2.1790511441654794	2.1806196460676794	2.059126028197401	2.2152668930418766	1.8891015852711661	1.9657562236615704	2.1754958903997053	0.0	2.1343747458109505	1.8019194155807625	1.8890239243040847	2.000578620003427	2.2194427061597994	2.388242806689408	2.319199173692558	2.2954514201398877	2.131480677027876	2.2208045364497195	2.0814454255847763	1.967353538996748	1.740051084818426	1.9920063244033388	2.0292992769809866	2.125349101749179	2.0550750189064475	2.26228067051804	1.8370235837851734	2.260680668146949	2.1166666666666667	1.8295101634089188	1.685022881752466	2.0016999578079724	2.199887763691483	1.6683325008322925	1.9380848380569344	2.2525705480792557	2.086198030442513	2.4400212506664163	1.8461060479920115	2.472623289554588	2.1426878239984255	1.8872708823112696	2.285820868563166	2.2274273292044913	
