	P08912	P30518	P08588	P08100	Q8NFJ5	P51681	Q9UBS5	P29274	P30556	P28335	P35372	P32745	P08172	P32239	P34969	Q9NS75	P47900	P20309	P51582	P43119	Q9H3N8	P25021	P43088	P08173	P21554	P18825	P28566	P21728	P30874	P30872	Q15077	P11229	O15303	P08908	P18089	Q5T6X5	P30542	Q9Y5N1	P28222	P0DMS8	Q13255	P32238	Q14831	P35346	Q9H244	P37288	P25101	Q9Y271	O95665	Q14833	P34981	P25100	Q14416	Q99677	O00222	P35367	P08913	P24530	Q14832	P30939	P41143	P41145	P21918	P35368	P28221	P13945	P25024	P41595	P21917	P35462	P48039	P41231	P29275	P47898	Q15391	P43657	Q13639	P14416	P41594	P35348	O60883	Q8TDS4	Q9NPC1	P07550	Q13258	P43115	P25105	P21731	Q15722	P28223	P43116	P34995	P50406	Q96G91
P25101	137.03102570341434	127.65302323322976	127.54699244865333	109.50296963103028	151.13359500584193	114.95466258772649	116.27753580367425	128.6681985046016	109.73108081507962	122.34777825814672	126.63601858669426	130.2131396906334	103.49263124592835	121.80099830031395	119.60488587708096	141.08051342933322	132.29845040594228	126.47778319561621	135.47101003606804	111.26859690988204	157.88896404509433	134.95874080064823	129.5967958329129	143.9299641828984	127.54355642812152	141.87650308304	125.66380194138037	116.23892366164364	122.9487653405522	132.3444602523232	142.1829786352464	113.80110389154288	135.60282715543872	126.7040885793831	137.927786979737	160.6684720586054	131.05000791483326	115.2629050250689	127.27829271287192	173.08092809238588	117.15724682854488	128.68666682159528	125.71408582484582	132.72425077325897	139.65499564012862	136.56527799117612	0.0	134.24134715792025	124.15528075565817	133.04779925568437	118.66454081049596	121.01714269386866	124.08403766917763	144.63186722586397	142.56870032730512	129.81958545331145	135.8511642512167	90.2732592435932	125.9419016308384	108.01554386767384	125.03421126119792	120.6106173672888	128.4311949388939	120.5891806067375	131.18412114138482	135.79143517534249	119.00159268279094	146.46836656262167	153.7650228907296	131.06519425811712	128.7663250156329	123.96608828572789	119.12896726164035	122.33282919233898	127.49885629996425	122.39549699181225	157.59285327250836	115.15643756469944	116.20738459043787	128.3394031637581	140.32766830013134	145.7224653630983	154.09669200971257	113.28606182674412	112.23697281809291	117.4834135005949	138.93744392262306	97.23874603043078	129.5296978585684	129.9251208609203	123.70917505014222	113.09804671653546	149.95175392436795	151.93488505564164	
Q9Y271	134.9832869131933	133.44938592484687	142.8008054664533	122.13669350570854	162.95463795453543	126.45921888755402	120.03114608733449	131.57485838135472	121.53475975809852	130.55748978670454	134.84996319079073	138.6213431371143	107.60921343346126	131.72427413827972	130.97286976265605	118.7637974433892	137.89341703086393	123.3130691574188	128.81834023451665	123.09976162668318	153.49249396956293	119.68136793581652	140.1560915117152	147.15642058401136	137.30553551130288	154.4638207766111	128.9909158856608	122.64990413637133	128.73914744856302	141.37769129610388	131.2313642706722	119.48502005936462	139.0836533663096	148.55659254260536	149.78654540746356	155.5215300724958	139.67990582168568	120.51356309748371	139.27559568238212	181.38482076729997	128.73273464216618	137.63193289382616	122.36203741130885	140.62108161207289	136.3594262644474	152.0472352129873	134.24134715792025	0.0	134.8065533270128	140.25044591985352	120.97581263932807	132.4088223827348	124.7832006989047	123.45809366280446	149.15572106681066	132.11946745036403	150.9685071275453	134.1835648400738	136.9114695393364	114.83211703774577	125.02177058131201	124.54262684765854	144.9273500526324	128.79593499892508	133.53486135217827	140.25755360285984	121.36702326970408	156.20593168149935	166.3704415639222	136.5987685273285	119.07374623208307	121.20021396980155	126.05074619682273	132.25615671405103	122.68653164524585	126.78103037254186	158.84688540559728	131.46036488562822	121.33019151774351	138.25494309904752	148.59729726292426	142.20730951899895	147.06473150016973	117.65293702617055	117.20104854356032	126.85742872505216	136.1959552988992	100.20831267768517	120.17601145386288	135.40790955215925	127.86587249400327	120.61033097765176	145.72621590463677	158.3194863864337	
O95665	127.27298070088727	125.27894833800383	132.66009460223722	105.70467001981888	149.20576425100444	108.89019981404999	102.8294718550751	123.61088140989887	115.80527871387312	111.45517531764926	114.74537100241287	133.11172000295483	92.0627177922288	99.14510735083604	113.00717866214109	147.0952186115028	135.51986290578498	114.12869260658044	132.84697339398554	105.1653155485401	153.9169869593461	124.6073826738575	136.64212396380026	129.22102261014516	113.94123932089133	134.9525311794714	102.10247308033286	101.94283807656029	119.83932686771732	137.05736217676895	135.71578632236924	85.63620270459796	138.4573289171094	113.15351163809828	132.05281428198214	156.55806688877055	110.97991880541667	87.1872237046191	122.035084722389	172.92748004596797	100.75501459772931	119.94535746338079	114.14935456367675	132.22662143141497	127.78925118563347	133.1543868079316	124.15528075565817	134.8065533270128	0.0	118.73769059187907	106.3424328830879	119.62481386871514	109.12770489964169	148.67776871548267	134.24402673525037	127.41170219739433	131.93131223827368	121.14160172657284	106.61128175334306	102.40663729330117	113.451109884365	114.14617297923542	123.99687366257422	114.79809683925123	124.94969450100325	127.35503323731245	114.18228423752589	143.90903994749533	152.0195792906161	122.94462039129576	123.8218188266037	125.77498626953457	114.89159526611911	87.13056680071168	123.25829835189506	126.8710272393073	150.01158164301887	105.06484791368712	90.58608498997637	126.1028779965709	123.00872953206999	135.51735913642915	148.92476260330295	111.13846381095937	114.5573342689313	114.1019834044273	134.9236167674535	99.86822134710383	119.44896791352949	120.49243326688884	128.1999436148326	120.32334825379075	142.14028981764568	149.19015934882918	
Q14833	130.94550336709653	124.2197551838326	146.0649669511622	114.06475868104462	163.12410970895144	122.32360708156193	105.81753148573625	133.66614890833443	121.88833075169532	116.63014654091967	124.80796816888324	126.62820840785571	101.97473021577753	115.85258976324985	123.88185836742923	145.61648809445614	137.9748032498028	119.01180401949387	132.0212849567033	118.88535404861614	154.07182853900304	137.4808374359418	148.33361006008636	130.50420761735586	117.86243934908998	140.91410295256355	107.61351997779275	104.70655602846819	112.34760111726064	130.853251023349	143.84594004233077	101.65192211438261	103.07797106642101	109.98190555305337	134.6097864255571	156.33496285510773	116.2960433463304	98.93082580425835	122.60108410626708	174.17409749985381	88.23567223806458	136.9541380250448	82.23873599462968	127.37853908415127	135.75139395573933	141.61203377081256	133.04779925568437	140.25044591985352	118.73769059187907	0.0	122.41632161903544	130.35072414030583	85.97720317314088	151.772810601964	109.32498629509064	140.75122735921468	134.15828425400832	121.74855139933061	87.23174198983179	106.78479885109118	118.9643151517812	124.20001936562767	131.2557371143048	121.70718167930318	123.06999506377906	142.1623987636849	128.91494976553076	145.34494773064216	154.05295283965825	125.02880470444506	120.74854893265001	127.6784930095746	128.82414302903635	100.51728751389601	129.30791359911382	134.60738028575724	159.75850335303403	109.76693916491058	87.6546556061221	136.5227323979052	123.96378297450428	146.5644770006329	164.31751534539217	122.10878562960715	119.37942059100897	119.7612005405681	148.19698477709608	106.57975639232609	130.44522954785498	127.03846166133008	132.0717057875445	136.34576737925818	141.10486899151874	155.49320331298804	
P34981	118.28480301566015	121.93002086547494	126.72218773695931	102.77559846863005	147.49610061269777	105.38697451933695	105.49670217999665	116.20866013421619	103.17177943429851	109.18770487014262	113.72501320623269	119.38945266469091	85.69246595051663	100.25612908673065	112.76581415855617	129.25184845780313	132.15240847766108	105.48231735576701	113.34524368985149	103.04602976342721	144.18287948814395	111.38022724330949	124.27621646378248	130.88174519831955	110.00052087358199	137.54424130493135	100.42996806297742	97.74256289911864	105.48229783876741	122.89271901482425	127.28944409410178	96.13208933763963	125.94538782582094	121.61750729990308	133.39405123442702	144.16828270016413	119.29202672633983	96.56464896876423	120.88333180670452	171.6410038947215	100.6855612317595	117.44211920553062	111.36289084619784	118.49919514245994	132.0503531887225	120.30697769367544	118.66454081049596	120.97581263932807	106.3424328830879	122.41632161903544	0.0	115.05515288278548	106.10977267030103	145.05522423311777	138.254288041775	118.03281846850587	133.97038231299666	110.77549922588514	114.20799926681502	90.83554514154093	99.24290483344521	101.21512795954186	124.42666895232105	104.38857052962703	117.28905004561238	123.44365547159396	107.17650847711775	135.21457507480227	150.6365345193044	121.8132520243671	113.15601357938431	110.42447752349835	103.50429393754166	106.20372001400392	112.0479990682652	108.59989909249998	137.7305738962168	105.32015777473862	98.80280684020545	120.39052337124303	125.13127252519189	136.21428817616834	143.95746866114496	103.24264405942813	100.64501819624275	106.27759733323182	136.77326477247698	88.00903378466319	108.84979420268792	116.53320845046255	107.5934520293813	107.49381952335534	132.51068226587086	138.57110622116306	
P25100	129.08520385191514	126.21990005118278	118.02986027496081	112.62151024924242	163.0226707825277	125.91984497931116	119.91429616597452	126.39310979517904	107.72242086671031	121.8852662186764	114.71475364104117	128.00250757199683	97.2564594596115	118.88437388151215	111.97002862169029	140.78514351914782	136.73310469755233	119.97499268670072	137.5100540857602	112.14469755366008	150.35293450894096	128.45775608447002	142.15680499927112	130.91621297189704	125.26895411307487	117.03923652739468	115.68009757424443	112.6779814109832	118.1046676131009	126.5769679774603	140.02635264902347	107.22449505150871	136.53608269831602	124.52877102130878	110.36286664733052	158.1195728297971	122.67719289793604	115.19974106500013	120.0352803871574	177.42529938756343	120.04879672277457	130.97404906876181	120.13434235595196	126.41730635014392	142.34589197226887	135.90991084306006	121.01714269386866	132.4088223827348	119.62481386871514	130.35072414030583	115.05515288278548	0.0	120.75741582603223	156.82366553205793	139.6871488032557	123.8575705487674	112.13733421521465	117.72534145575628	124.82382634863461	105.04230097337131	113.77952791202551	119.10126493484859	127.33522958511458	77.77223799490457	119.75421582494891	116.08076509867533	125.59304302045348	141.40281303541997	155.62643897711678	122.30476195691881	127.7537109966579	127.77305296069972	124.4642759128401	116.91366217441828	126.9329924398844	136.27844076859037	143.92934794286703	107.0280920522564	110.96846703087067	79.13356514811312	140.64044101430773	146.52699293882324	155.16397294984927	98.1421496456096	121.6339613580567	113.9261604738349	149.6280424648503	99.52910819435056	126.6021576763087	122.19107258250733	129.30342244497297	120.94861033710913	142.95239778316318	153.25651821865904	
Q14416	119.30826369085116	123.21069192304276	134.15680277856882	105.63452847974986	151.52438567514764	113.0616590642021	88.35060620412696	120.66793290880742	115.237199327501	107.35648229141952	108.53039153799182	123.19807352067437	83.64208636363037	106.19550155027537	108.25847190394416	135.4289112763072	128.77960764610907	108.4391285283491	120.75384781992761	105.62295202014502	144.31541249138536	119.79567478611716	135.4165223481832	120.33952611853601	109.32879615014826	130.8814172593993	96.16203806281555	91.10402546456316	103.43989866657648	119.8495658202446	138.11720257962588	91.31862531913794	98.627961824066	111.74592116200074	122.56037390549318	153.93430381646613	115.66871651995461	88.65677256762865	109.04362723923987	165.73251059299218	86.22168957983376	127.19098841404775	78.48588797112461	118.28971508797258	135.8756583771028	131.35689680615906	124.08403766917763	124.7832006989047	109.12770489964169	85.97720317314088	106.10977267030103	120.75741582603223	0.0	147.6102223273483	105.8802347065066	120.00740856019547	124.76236462051747	118.63795676342852	77.77039282821352	90.69526129392034	104.24451994133415	104.81657880012062	114.18817738594953	107.36633940049796	104.24345428869128	127.58339540247107	112.46650521334959	137.43103972176323	149.9155067531101	111.65577983943513	107.1387844713172	116.80286065582186	111.67676594044315	102.51932424062397	120.29426553333178	125.51163293333957	152.45940343523398	98.27719542081468	82.43010323579074	122.8548942998168	120.51158962358022	134.80022803280735	152.1687145329197	109.40695919812424	110.81358431582339	102.38328900135821	140.089013282035	93.71137736248784	119.56352451430575	113.10345875303028	117.99862344999565	121.29110072675394	129.84857449034462	146.57686223037308	
Q99677	145.73509392898995	148.7689240454347	157.610597816034	144.35391072960192	175.46515371801797	142.98956189409364	140.1714213505038	155.6152595456224	138.3426837179577	143.72682990937028	159.24112495756708	159.74123389396118	129.3894017135608	145.74443217006046	152.18982990682707	144.03885180069483	142.138229999342	140.16189100261545	138.43338393664453	141.04871836927487	175.55352141300682	142.16954963389435	150.56826346792514	165.06728315295186	160.4370638004475	170.3435727986507	148.17313323059352	148.7918738765875	148.31569722498534	158.74387855874375	138.8885882658069	140.28133193808026	157.62742262001848	163.9668508927425	163.72187696376932	176.65250378183555	153.77317661553388	138.21964325758745	154.90962664643303	189.7351409996336	148.6241867429344	145.9864409158472	146.14287014392903	151.83687064022524	149.18744156576577	150.08255822322099	144.63186722586397	123.45809366280446	148.67776871548267	151.772810601964	145.05522423311777	156.82366553205793	147.6102223273483	0.0	168.4136648987187	152.29599011311075	165.85832100594416	146.29201960192586	150.12017453624867	132.12370772515715	147.3095338366693	148.0656203251856	167.15977003477747	146.91845444063074	159.9068189696991	162.31987020664383	144.2332285461016	161.86948675790336	185.4543739730434	164.65165438503027	144.376641331648	126.82769781089155	146.72929420298897	153.11731707147555	139.54870708083035	129.86959263077006	176.11046629055636	153.53406090842327	141.27257248622482	158.14587519899942	158.08053511113394	165.1789427046897	162.94288244540803	138.57163116172887	138.3437683173106	148.93819551775232	155.6281815271359	127.77131293021375	145.05589003879868	162.7873122803867	144.73252183408476	137.77661283465568	159.08358512504492	187.35261317831464	
O00222	144.10993685631547	134.93438779813005	147.28227056880132	131.59608648480935	169.6652829409577	138.394321187865	120.47560846916167	151.8651997273555	140.0641781867016	131.17016892973334	130.05778963177	150.574188794184	116.035193700518	130.4481914048083	129.5816446679819	158.7409659952682	149.55397852137685	132.3423942856607	145.75453772302717	127.5845062272274	164.1121030356735	154.08388284387183	155.51876236248063	142.10394132812507	128.1830567796569	147.917158383294	123.17000009934418	119.46870114607736	128.4295052170637	146.5758445042884	161.322516117536	124.68110947092646	116.63390532432823	132.18210275632737	147.2892046168854	167.43801701930352	143.61834947537864	121.09935733056045	132.285285007325	182.38805875738035	116.52045542583801	146.86867488536518	82.80481908394722	144.48889527010033	150.09134863168583	148.95928914804244	142.56870032730512	149.15572106681066	134.24402673525037	109.32498629509064	138.254288041775	139.6871488032557	105.8802347065066	168.4136648987187	0.0	156.58822842809604	138.6651997474255	138.32475799311942	108.58430397452321	117.04651827907946	131.19038694468327	134.93894498379086	126.2541530340095	138.7428282717883	134.61435074865585	144.81936448486522	141.83297004725318	162.80838604830205	166.69967848426313	127.35471799399238	137.25050939113135	146.4767044177861	143.87705877039116	121.26227162085706	145.38809929665877	151.4834129846422	171.47836602298776	124.2511324515217	116.2729425682628	151.419448735076	151.454521081876	159.00301073445007	171.63503118383233	129.19937999837566	134.69803555711405	134.7788181352662	159.84753811580595	120.54956634802511	146.88949598658655	135.2564157609595	139.28168615943287	141.7053521736525	161.01287414738908	166.78995188197587	
P35367	118.3252210370265	137.3861496844911	141.45596273682895	124.73824224786222	157.0642981013516	130.73166073282482	119.1299534595455	134.63000655034557	119.44393893389497	125.8138825429487	129.7370617062552	134.73689880798338	100.62824449298205	115.46082894824212	126.70658166802605	132.6714462590462	136.9761792999925	107.86899359495146	134.38868931448087	118.6654366167495	150.19138733588625	120.27031268234714	134.75285802112194	133.1446605999372	127.26485609314113	146.93033752945485	119.79458285705186	116.26654478849377	123.67291164962808	133.30112640740117	128.55886285629822	102.74898870350444	143.53385552810505	135.10109239559097	139.18696275059483	154.655779651599	133.16102440888062	109.07278044734267	131.45509550289717	179.829671951622	122.3586988268653	131.71071587101324	132.96676304144785	130.4393146345974	141.75972833155538	144.32246901030885	129.81958545331145	132.11946745036403	127.41170219739433	140.75122735921468	118.03281846850587	123.8575705487674	120.00740856019547	152.29599011311075	156.58822842809604	0.0	135.68573463038774	132.2821463797154	132.19917618692853	108.7050191603339	120.07712595997145	119.52209365853923	137.682325702277	116.57602253262303	123.14442235877505	137.07249555550516	129.06921510543907	138.86900126328692	156.21978146096808	135.50673850462772	125.95314205187606	122.26907463680254	125.65039406367578	128.13804310077103	122.6698105026735	127.74514566460857	149.51982244220562	125.85532986646285	120.62163759276154	129.85493688774295	150.27745249465806	152.73126260872232	150.2637787492713	115.74181483045686	121.36530136404326	119.8545330723864	143.41942305932753	111.20622958434979	125.14441862028616	139.70074372726958	126.06904266658239	118.72666195739293	142.6969528265181	156.05923146521673	
P08913	146.52153033670038	140.49666555813747	106.84654025200871	133.19632710764563	164.00441668683197	132.93629224982578	125.72529094706988	131.4279176716227	122.7239800952375	132.95975137420464	124.42840338987298	144.5155566521571	111.2476182343089	130.348834889126	120.63667203541263	154.43579279762344	145.23104767489713	136.6276320774923	139.54556635732297	125.86171674000798	150.77061969868373	136.9498457791342	146.17586243496044	144.92686650331598	129.2394356509758	76.08940423559397	123.22715265426086	116.89381725701969	127.43691385100828	136.76268662814982	147.21183231956093	121.15406222976162	145.52267293207115	126.52355187003559	81.54305465918151	165.94114143762272	128.40580406872323	119.29455932418932	118.8207592703402	183.6846844072861	129.20356775901746	144.0013330496149	129.7867269779672	129.81616622110596	138.21661075440352	147.46763033774914	135.8511642512167	150.9685071275453	131.93131223827368	134.15828425400832	133.97038231299666	112.13733421521465	124.76236462051747	165.85832100594416	138.6651997474255	135.68573463038774	0.0	135.5511212071724	127.47449053800665	115.18708540969237	124.84842826251406	124.71376651144237	134.80722009920282	92.50867348417523	123.29080332239391	109.12152389727999	133.61324732610956	154.53406906255987	162.43702882286743	126.56183968042023	133.90764579566894	130.44318760134047	128.01960303471424	120.44482661568327	139.41066448792117	146.68416416971013	144.08152796101058	115.80727941292571	123.60004417112214	104.59267770429142	150.02910092344973	146.86277631937992	163.9326198529452	106.26299762795679	129.9601439551334	120.09895421285182	155.77212295494974	114.20786156033864	137.28861697642424	129.7943728810642	138.3083898636978	129.31598369043786	150.80352413316723	161.26660006330349	
P24530	125.97022995819862	119.62891285093792	132.09336814006383	102.14411021110573	151.08782462366798	109.44403042680642	114.19960746467405	123.19153307260422	104.39487738789467	117.62011927216372	119.91515294463898	134.06280459505797	99.72822867699142	113.31042906582297	120.66593727313739	143.70677287147555	124.80930401840305	116.34601726573601	129.4689654508693	100.76753400890448	151.33755753898004	129.1321272529458	143.26391225012776	143.89897359874158	118.65938798192656	140.70524977312016	121.25859163950372	102.20451166584098	118.0143016610964	133.40040172635054	134.84474356604915	103.59367806890805	129.13945317587059	128.8302619791648	139.533599181319	156.3054016597016	118.92274908973195	108.37672442752228	128.25500273796206	167.70250536983076	109.4999560451688	125.89773103980406	119.78077620307158	124.6360750663589	131.35773803647317	135.22376125289884	90.2732592435932	134.1835648400738	121.14160172657284	121.74855139933061	110.77549922588514	117.72534145575628	118.63795676342852	146.29201960192586	138.32475799311942	132.2821463797154	135.5511212071724	0.0	119.18639922000875	106.59421125944937	117.53797127459256	117.30047236882092	122.62027099756233	116.25595981844526	133.25628434079408	133.6307142899459	115.39032232460158	147.90860086995235	152.13011366025603	125.3053850929864	127.4792227231228	120.79649733919359	113.83394342985412	120.03256961649458	122.54229398020834	120.31590995237639	152.34086545002356	105.69457595788117	102.05041857883043	130.16323787112196	134.80933919279778	142.58369269418472	155.62001160580257	104.70858143294754	107.6594759759464	116.23282816003484	131.92356674138864	96.34348988842976	122.88750900191371	117.44395499488746	118.89715137101302	118.7089829841716	144.36410283819714	150.19052605166507	
Q14832	128.85595527640544	123.44314256246435	132.27760045262403	109.45281885789154	153.41904751618858	112.03853110328782	93.80454538069898	124.35476015415043	117.15753481956199	105.86336885055061	112.64426737534814	129.3560025159386	88.95253599685384	106.58779983606655	110.37482780226856	145.64040580121218	135.35674809094053	116.04478263302008	130.0827845527092	107.70060431066668	152.82572566659655	129.5244004893175	139.05013332673116	127.11658969463315	104.68721980125702	133.33301456971094	103.89029129222035	95.88901043043006	110.92613387986785	126.34551856317557	146.98032751254505	93.5382364411198	109.34498553111916	113.00144937926962	121.65891344143893	162.01198250020389	113.91915513569256	92.36466994768125	113.88898655679077	166.01179876961396	83.9801354954252	133.64754884364083	85.78390206879703	125.28825715818675	134.254866225383	133.23248072125716	125.9419016308384	136.9114695393364	106.61128175334306	87.23174198983179	114.20799926681502	124.82382634863461	77.77039282821352	150.12017453624867	108.58430397452321	132.19917618692853	127.47449053800665	119.18639922000875	0.0	98.54398779659823	115.78261864802334	117.4381636789476	115.63836152403383	115.96834448250593	121.98531785985688	127.08803667000029	118.99260989599861	140.08627661468927	149.66579682173324	117.37417338765226	118.61465359915746	125.55113753426122	116.0618806751445	94.90951417264296	131.3131837641704	130.34486361499876	152.8436973830103	103.34378759068204	81.77827549100039	125.65392341790721	118.47198872861918	137.61960826080758	155.2642754886765	110.59752515424043	113.21584822254954	113.35172132542357	140.31864635273814	100.10386589850532	123.66884764326096	121.08494602423161	123.20554533484392	132.40222843142692	132.7446595019428	146.60176416952163	
P30939	109.30281521142751	109.11852097151859	114.00579248728172	92.79174341785983	137.110537336368	98.33768287215207	81.14310366149584	106.49744025622203	99.09089297598985	94.80843905142683	96.25016226778098	103.10527624607494	57.97573101393937	93.77845601837907	96.22080913385435	124.19350505025068	118.91445840096276	96.37316070952511	107.87040493015957	92.60337379817793	131.32302474028256	99.48902136571996	117.05270077557361	112.59799411830318	100.16279804939404	119.4656872406631	85.87351478681376	87.70615609369997	95.4959331125574	108.43073212685704	117.9501416352432	81.03347933547047	109.52247410210839	104.95778266745037	116.3607274080423	144.5174563696346	100.77844483462104	75.77018406709249	99.81567195062235	159.16179678951448	96.22320168589067	108.05140885042783	90.30665596867038	104.4181402465183	120.83442250553344	122.75064136962465	108.01554386767384	114.83211703774577	102.40663729330117	106.78479885109118	90.83554514154093	105.04230097337131	90.69526129392034	132.12370772515715	117.04651827907946	108.7050191603339	115.18708540969237	106.59421125944937	98.54398779659823	0.0	89.76414940685208	92.4296287913894	114.08294948471303	94.52725351978734	91.02385813438741	116.91454692960542	95.59841247652366	122.53133172162052	136.70744787958392	107.31598882559047	101.21921605397074	103.54924721784482	95.2348523899418	86.23804418263899	102.57432058126142	110.85617637606629	133.51131244459248	92.01889035887143	88.58829165714269	111.24080875814252	116.45580891806458	116.77681205856788	136.16458150297694	86.62596933888562	94.24393356557994	86.55365813621029	127.92290497435897	72.21209693177661	103.82869240487344	109.55680545377254	97.95574830421538	96.89704245903704	110.55344786045316	133.85561509085528	
P41143	123.28820933413226	119.48232107789954	117.88460167500307	101.66830283306626	155.96178506570868	107.87121149082668	94.30074540287023	111.34405976475682	101.26529269712046	108.6078122172039	77.90150698332582	115.69833504705457	82.27145453792764	105.6839943791274	101.61611044357414	142.52204225069727	128.75404856097884	106.84851703111781	116.6317077332642	105.22467280371347	142.6852741308976	114.49793919085641	130.6854331107461	124.46807930618525	101.61304494032811	126.24570613971446	103.17182340373984	98.82521894318052	105.20727057760814	122.01377928617876	124.63142229017103	95.78150565750548	124.3078978555859	112.69119725328346	123.24387127868249	151.8391365702264	107.95750101172598	95.68220749977627	110.11516069655772	165.51207607940887	108.60832640249282	118.95701958192512	109.60478530119872	117.65907780750422	122.12341076726443	138.18301325821085	125.03421126119792	125.02177058131201	113.451109884365	118.9643151517812	99.24290483344521	113.77952791202551	104.24451994133415	147.3095338366693	131.19038694468327	120.07712595997145	124.84842826251406	117.53797127459256	115.78261864802334	89.76414940685208	0.0	71.55157376054558	118.45910802675644	106.061939508043	110.77122200810118	115.21482769143768	113.31316101702396	127.13375565153547	147.55083265076973	110.59830786625389	113.1937813499826	112.96778795105638	101.26735671388451	109.29717671551043	110.8690985920257	125.39518211770337	137.89411173254484	104.48533482680796	99.57336896043853	121.55667163117323	129.68500356352888	133.96319651207887	144.31047655281145	90.67851116426755	105.61393112404039	102.37631234049331	139.76594236993697	89.34872733236989	113.78775303375733	116.53551754390355	114.16676468017977	111.54442215245217	124.86516477470286	140.89625651866663	
P41145	123.18379545249627	123.78699286296614	122.36358108965214	102.77852813929348	154.48925099059124	106.80255711034988	89.46129289802047	115.61080711209797	104.00704275324824	111.03632536766236	83.02198337149457	117.91808800058789	82.89507836071425	106.93316907438566	100.95351252960972	141.84744421037612	136.0349913132668	108.51887268785504	127.50427851264249	109.9769105448213	139.30008791715954	112.7392265322269	129.0722198469739	126.69239724220824	107.00016119623615	128.3421823325043	105.13543833172298	96.76250004020403	102.27177982029389	121.43956595440977	126.60228485256084	94.95023255271371	126.13822965542204	116.740984818156	123.52978712710319	152.97351017573965	114.98158592687105	96.998154582805	107.48706161711016	171.0634177121683	109.20607728490722	122.5804045725672	112.7593498492788	117.8482062513649	129.85446535947267	130.5878306295781	120.6106173672888	124.54262684765854	114.14617297923542	124.20001936562767	101.21512795954186	119.10126493484859	104.81657880012062	148.0656203251856	134.93894498379086	119.52209365853923	124.71376651144237	117.30047236882092	117.4381636789476	92.4296287913894	71.55157376054558	0.0	115.5680519977177	109.76015802816255	101.8979045683227	126.45401536629652	111.17110836823122	135.5364387370355	148.21529772982467	108.00914624650613	115.6907614414522	116.98426313130767	101.47961253570975	114.06933912468958	115.25612853540224	129.10135079393513	140.62108183678356	102.18462981344783	99.99070114194183	122.79394171954482	134.7994260810956	137.34167572905426	152.28942979275598	94.61607512869523	107.74753070107545	104.87701949881739	140.02097580916598	94.24636503195507	114.56423604850715	113.85377589063137	116.59505367474048	111.01331297677825	131.98686649047886	138.22547014369047	
P21918	138.7969720728579	127.2809669689741	127.45513321805629	115.93422625425592	168.3521440360346	124.33671334461542	114.27941191080026	131.23634622368263	119.45479489391437	118.06095645466121	117.03179988783086	131.0056120712543	103.44706841779407	117.8761418988579	97.69366269654711	153.26165812279214	144.69823957892368	123.57143056893256	145.5711350950296	114.07518299878575	150.30453732871683	131.0939999645634	146.06916298426222	133.88001828937558	115.83514515399293	143.9501673618215	119.5289046765538	64.00502610759577	121.68034136679489	134.61555441532983	151.96204427431803	107.7923328850593	136.2875100808451	118.20500149628788	134.76473306925618	162.94919685524656	127.04276660445612	110.97662159302854	113.5532257152372	176.4120851312473	115.88780186726945	138.9572910424904	125.2318697773153	128.27037163206842	137.99647524495958	145.27768141194247	128.4311949388939	144.9273500526324	123.99687366257422	131.2557371143048	124.42666895232105	127.33522958511458	114.18817738594953	167.15977003477747	126.2541530340095	137.682325702277	134.80722009920282	122.62027099756233	115.63836152403383	114.08294948471303	118.45910802675644	115.5680519977177	0.0	120.7620329791389	124.22427891136613	131.68554389796918	131.96763247280614	151.44794019212713	155.8576041123306	84.97459630650701	137.55602988111787	139.91874221770559	118.07250177749665	113.20036143634934	134.4048261786811	147.22364269319223	150.58349351375364	91.12457130791154	109.75423875285196	136.39114610134857	136.3410967819509	148.65710295626195	160.12053029594244	113.67106835026061	126.19521951675415	115.85509876249125	155.2741131990333	112.28650395444129	133.74155826949573	110.38446368131554	131.84668418957153	129.16770731046563	136.19441279099556	154.71361682243878	
P35368	122.8422684071993	123.59102876335965	102.53081881202525	109.39066058636672	151.2584214422095	115.09095241027535	109.49326429780922	120.59642712897039	101.21069842603174	108.89652563721756	113.17040837774402	127.64103775648982	91.18993804723141	104.62658618259593	106.76890778949019	136.51397568848915	130.77154489883105	115.16450014236034	128.07344782652217	109.03609192554723	146.70984248808236	120.71422611322487	129.6620153200638	132.23238129206584	117.21962215400708	102.78084590283106	107.87241619595443	98.87085928095621	109.23231574424426	123.06278160781949	133.39674621986342	98.54604664526414	131.4086153586104	115.56738170546305	94.69533124112058	152.77988227535388	109.57749565763515	104.48830112989526	116.03324657856137	171.53257054981077	113.09588712445111	119.58533732130309	117.39313661752385	118.28449422834092	133.37067463813582	132.76128498019534	120.5891806067375	128.79593499892508	114.79809683925123	121.70718167930318	104.38857052962703	77.77223799490457	107.36633940049796	146.91845444063074	138.7428282717883	116.57602253262303	92.50867348417523	116.25595981844526	115.96834448250593	94.52725351978734	106.061939508043	109.76015802816255	120.7620329791389	0.0	111.8473630893568	101.95736015573493	116.08429882352357	133.6959199346311	150.34992374270223	114.70638287937618	117.9923871443898	116.1075448844058	113.82977256775484	111.31130228031543	118.35007866381784	123.38115980682778	134.06793860139442	104.40732215231401	101.31125699874246	79.96934911285643	140.16854988693376	140.20572009062744	148.8866893259401	87.6886272392876	113.52533833010239	102.31739858168294	139.2894205408229	89.97175516243442	113.50585104209313	114.00888745466364	120.59577925028862	113.90773039983469	130.10577013136935	148.98960774482111	
