	P30556	O15303	P35368	P08912	P21918	P18825	P51582	Q5T6X5	P35372	P47898	P32239	P25021	P14416	P32238	Q8TDS4	P21731	Q14831	Q9H244	P0DMS8	P35462	Q15077	P21917	Q15391	Q13258	P47900	Q9NPC1	Q99677	P34969	P37288	P28221	P43657	Q8NFJ5	O95665	P41595	P41231	P08588	Q96G91	P43088	P29274	P13945	P28223	P35346	P51681	P48039	P08100	P08913	Q15722	P30518	P18089	P50406	P28222	P32745	P30939	P28566	Q9UBS5	O00222	Q9NS75	P07550	P35367	P35348	Q14832	P41594	P30874	P29275	Q9Y271	P21728	P30872	Q13255	P34981	P25024	Q14416	P43116	P43119	P08908	P21554	Q13639	P30542	P24530	P11229	P28335	P43115	Q9Y5N1	P41145	P08172	Q14833	P20309	Q9H3N8	O60883	P08173	P34995	P25105	P41143	P25100	P25101
Q15722	108.44017194146	138.3042058925057	113.50585104209313	122.73976539708383	133.74155826949573	147.83868580493436	123.19413392811839	157.43534399911005	121.5552282754361	118.94193656767311	113.1610826303513	120.85988100567192	121.16420514254423	127.24577847895853	128.08593180302705	97.12398828369624	118.81664349687344	128.7913934839744	171.79434518558264	132.5033679317712	123.5506326037139	156.76233434931783	117.78727615672688	110.51640733903332	132.16441453069274	112.46423531668552	145.05589003879868	123.98887147493951	136.7319764522981	130.0551540482411	126.04174586808949	154.81465704420407	119.44896791352949	148.23402783188794	113.1888118537463	137.72980291921704	147.08644968694716	123.8596679741604	129.5458416655165	132.6448323252407	130.6783749000606	125.72461422208289	115.63937450067897	125.49196385977848	113.24555268344557	137.28861697642424	0.0	125.31854021140316	139.6875271366298	145.1985677798075	128.3352298115351	131.9414007310843	103.82869240487344	118.04576695735159	112.71813356164785	146.88949598658655	128.1939209432894	106.02767759464041	125.14441862028616	132.40020885663398	123.66884764326096	113.09325817825447	119.55534862434433	115.78792303621594	120.17601145386288	110.47873830383469	132.0527480663295	114.86552842489618	108.84979420268792	103.75694531765475	119.56352451430575	114.32944845380553	119.45847855774628	134.23625776456902	126.2180675927084	143.4718233487656	123.14717208863294	122.88750900191371	103.52697917180194	120.29991048986267	107.3499082201597	108.81312004661595	114.56423604850715	98.65308467079012	130.44522954785498	115.73173448942543	144.53209353370767	135.11166080359544	145.17346843222913	107.5411423905025	135.05018198765174	113.78775303375733	126.6021576763087	129.5296978585684	
P30518	105.2716982793645	135.0904529102845	123.59102876335965	131.33242061181227	127.2809669689741	146.32428638875717	127.36649189406307	155.92761880619219	120.8237326623057	119.79771582456306	116.818939440127	119.2146012900339	109.63461097306572	129.8873450717074	147.8850056755473	104.28204115235712	121.49639873101842	128.79901947724284	171.27605401919573	127.31005870742956	136.78375758661423	152.58367398622795	133.2661535460502	111.59435600682627	134.57915073045297	163.07917181152152	148.7689240454347	114.97983667525114	139.04963705525734	138.06424389930908	134.5317216180847	160.54733380133985	125.27894833800383	143.4883377488586	119.92795349028893	130.46805361416773	150.45537990733283	139.1448871177854	135.8338329125545	131.83948230574606	129.03373938339064	133.6703853883082	111.95850462169619	130.9242264762288	97.40132319801342	140.49666555813747	125.31854021140316	0.0	137.05024955098634	143.38278249761788	128.55638286384055	132.27899037953466	109.11852097151859	125.65052687708521	110.26642307732254	134.93438779813005	148.632422431343	99.74938665836817	137.3861496844911	134.45770576113136	123.44314256246435	110.82944177373429	122.9894969362067	121.45001259382116	133.44938592484687	109.96862981497543	137.80500974837923	115.37838737241691	121.93002086547494	114.50708676519571	123.21069192304276	123.47806301392848	108.59942260454409	126.41814989682462	117.38327090801613	149.8814083855832	119.27430951118004	119.62891285093792	106.47680856953957	123.63939451816259	115.7785225280677	113.24556588535779	123.78699286296614	94.63674295938108	124.2197551838326	120.68582616711501	149.7003726598923	141.37364615994738	136.57008524559205	126.13944364961935	145.91220645589055	119.48232107789954	126.21990005118278	127.65302323322976	
P18089	120.474076547398	144.48784146798425	94.69533124112058	152.82087791562662	134.76473306925618	74.7593932536256	141.74957953518606	168.4186211648339	126.88390838747728	129.3301262546156	130.96739917001105	139.01097665831912	122.22893146050046	148.2685397778696	150.82645644093282	114.452654956287	126.32954065033118	144.93467968836194	179.22978452721145	128.84646955269272	150.24129215531866	163.1055976016214	139.5299074301438	132.7141402605048	144.32145283962018	168.6855104760907	163.72187696376932	119.9309573234641	151.6514197171491	125.3208354745002	142.93756082418258	161.78126532476745	132.05281428198214	145.53107888562954	134.00063653240795	110.81533098878572	164.14012602789444	149.3150816168345	132.6760971888143	110.85027011748753	132.92993700897205	133.01066263832035	132.36153803099296	135.37215198864578	132.2895723563779	81.54305465918151	139.6875271366298	137.05024955098634	0.0	153.87346319606877	124.39127476254362	145.9345013674756	116.3607274080423	125.96288532551262	122.68969296579598	147.2892046168854	157.58827863266924	103.01456134297769	139.18696275059483	104.57347119881888	121.65891344143893	122.87857671547681	129.0359561892983	131.75144958592136	149.78654540746356	119.74289304329432	137.99897900855285	134.65650514754816	133.39405123442702	135.2463673732418	122.56037390549318	140.48438143261592	130.81535073227133	127.73061940314074	128.57104735680332	141.81649113356252	124.56331762598711	139.533599181319	122.45063759718323	130.26380991531187	118.63739820456249	119.74185989354737	123.52978712710319	111.71371907790308	134.6097864255571	141.28328606134164	156.16350609218352	150.59484402401722	146.3633561405295	132.63859445453272	152.92055236620945	123.24387127868249	110.36286664733052	137.927786979737	
P50406	134.27106110716704	153.14178434276255	130.10577013136935	135.0568534246413	136.19441279099556	157.08287171449047	149.29365937737748	172.84577583731152	140.3826494597597	132.0751141810906	124.4425592161715	131.8241374027275	134.26746420521522	141.40069309738465	148.97229137131944	116.72577430616366	135.11132802878274	153.78549037119956	185.572804047697	139.41455712600145	149.88039618200855	168.0416631148255	142.0919390617055	125.0353286335594	142.68552243337035	169.54036429163534	159.08358512504492	129.6058594963688	148.95232528162887	131.9372278797091	146.8284497183049	175.72862373152748	142.14028981764568	154.0371303553693	141.31294679938583	143.57192728781956	169.98808937135618	149.33266025484772	136.59816704306286	143.61060879053548	143.66303253907245	124.98705268005142	140.25503213051707	135.26260457286844	124.22627647846093	150.80352413316723	145.1985677798075	143.38278249761788	153.87346319606877	0.0	133.42717291472945	126.32669359218562	110.55344786045316	128.18512782629114	120.50886736594839	161.01287414738908	155.78876813102397	121.92976317962166	142.6969528265181	152.2023747713538	132.7446595019428	127.19901545756147	123.85452004388208	124.85645384667441	145.72621590463677	119.5949243241921	136.9867856624769	128.41699549811892	132.51068226587086	139.74020812276285	129.84857449034462	125.41700868180487	127.12774185504531	142.56322266136704	137.7158458367776	134.2064625917119	141.35230339848204	144.36410283819714	119.05873197127949	133.99377310089767	128.71829808701295	121.45397416866035	131.98686649047886	114.40887030988233	141.10486899151874	126.36748594773235	160.0454845619388	146.8686670991592	146.40877026203088	138.73730206419714	162.49139448360074	124.86516477470286	142.95239778316318	149.95175392436795	
P28222	121.31637054297607	133.44777392660035	116.03324657856137	135.93132497975603	113.5532257152372	125.00015360768884	137.67655446648132	164.63712982425932	113.08536894945428	112.54054994165199	121.50925064936746	126.31908649034449	103.86880518047838	133.62759875506163	140.58585809741635	107.19881299097324	114.12235314567806	138.35863355870242	175.27316785030416	112.30996626545675	148.55681789590744	153.61229160884977	132.39397055463633	122.84086975693936	141.5308899335796	166.15512938494794	154.90962664643303	108.49446135977632	131.19010731991148	102.29517914558528	134.1394104019273	160.26650715630967	122.035084722389	138.01248939556535	131.5526787059498	122.53703197001596	157.02986900135875	135.94302636914654	124.31701423227787	126.21084802958649	107.83095731586218	120.05800443753833	120.1334473072784	123.55725547700422	118.81270706940995	118.8207592703402	128.3352298115351	128.55638286384055	124.39127476254362	133.42717291472945	0.0	125.39859077468282	99.81567195062235	104.6486788438051	109.2027404641849	132.285285007325	145.25669907042175	109.04649026645347	131.45509550289717	126.14725808915682	113.88898655679077	113.24938012243365	115.0540682564606	119.44104546925519	139.27559568238212	100.53413115476724	121.60547638125718	118.50996832957026	120.88333180670452	122.77486021700315	109.04362723923987	126.05959408800118	113.16605598916067	113.49320203963725	114.1693470345781	143.36400351295015	121.81897534237942	128.25500273796206	110.09274016835843	112.09550401580054	111.99475794611499	101.84720587029005	107.48706161711016	95.9692967782612	122.60108410626708	122.43188629619544	151.423751148046	137.97781372780446	133.14337214862462	125.18796357384417	143.8223721724935	110.11516069655772	120.0352803871574	127.27829271287192	
P32745	117.06186904880451	139.02208563208114	127.64103775648982	145.14197609602707	131.0056120712543	148.53431743761757	141.32514841941884	159.1115752128535	124.74040515575325	116.29169714380987	122.90939830621937	131.39288775497698	121.66250565543305	136.329304148152	142.981878714927	107.37984598544426	122.67617889575195	145.97252441445016	183.6020734849444	129.03530909930123	147.96573532465845	159.6135843816155	137.1559039314743	115.90338453440927	148.14214700151933	158.9758599891211	159.74123389396118	123.63793776280363	145.48584048752673	123.59765017556492	139.52826950344024	161.66981826309348	133.11172000295483	150.4451230923296	134.7774775015423	142.88332923929556	157.3073207383859	141.94751887430903	129.20423926244257	150.60242568416288	137.913776084024	79.13752226741053	126.4964773763786	124.74437315855175	109.21981006956048	144.5155566521571	131.9414007310843	132.27899037953466	145.9345013674756	126.32669359218562	125.39859077468282	0.0	103.10527624607494	112.14179302030243	107.77360718464479	150.574188794184	150.60383232231834	115.43476860126248	134.73689880798338	140.30761191196507	129.3560025159386	119.2226767646207	77.13474880158901	122.74248254048871	138.6213431371143	111.34020935819717	87.77419226052007	122.7418596157222	119.38945266469091	125.82700595125789	123.19807352067437	121.42180190066574	119.17077727534343	128.98690795055882	125.2030287397065	153.32769050786737	128.65878028271254	134.06280459505797	110.78970138038858	130.77333461184753	111.83240739052417	105.99280760643887	117.91808800058789	104.11068434594199	126.62820840785571	126.50119532970712	149.84863304399187	135.87662434967933	134.6156773029943	120.34288005548296	159.66385333560174	115.69833504705457	128.00250757199683	130.2131396906334	
P30939	99.09089297598985	109.52247410210839	94.52725351978734	109.30281521142751	114.08294948471303	119.4656872406631	107.87040493015957	144.5174563696346	96.25016226778098	86.23804418263899	93.77845601837907	99.48902136571996	92.01889035887143	108.05140885042783	116.77681205856788	72.21209693177661	90.30665596867038	120.83442250553344	159.16179678951448	107.31598882559047	117.9501416352432	136.70744787958392	102.57432058126142	94.24393356557994	118.91445840096276	136.16458150297694	132.12370772515715	96.22080913385435	122.75064136962465	91.02385813438741	110.85617637606629	137.110537336368	102.40663729330117	122.53133172162052	103.54924721784482	114.00579248728172	133.85561509085528	117.05270077557361	106.49744025622203	116.91454692960542	109.55680545377254	104.4181402465183	98.33768287215207	101.21921605397074	92.79174341785983	115.18708540969237	103.82869240487344	109.11852097151859	116.3607274080423	110.55344786045316	99.81567195062235	103.10527624607494	0.0	85.87351478681376	81.14310366149584	117.04651827907946	124.19350505025068	86.62596933888562	108.7050191603339	111.24080875814252	98.54398779659823	88.58829165714269	95.4959331125574	95.2348523899418	114.83211703774577	87.70615609369997	108.43073212685704	96.22320168589067	90.83554514154093	95.59841247652366	90.69526129392034	97.95574830421538	92.60337379817793	104.95778266745037	100.16279804939404	133.51131244459248	100.77844483462104	106.59421125944937	81.03347933547047	94.80843905142683	86.55365813621029	75.77018406709249	92.4296287913894	57.97573101393937	106.78479885109118	96.37316070952511	131.32302474028256	116.45580891806458	112.59799411830318	96.89704245903704	127.92290497435897	89.76414940685208	105.04230097337131	108.01554386767384	
P28566	113.17633150279289	120.10654672747478	107.87241619595443	123.21352733374806	119.5289046765538	130.948800792743	120.9950982677401	155.84150919649983	114.19187233585399	93.87635824916651	100.04762781556929	117.89586692515877	100.31275031279074	118.78395196504425	137.6854729653569	94.5611736549763	97.56571868684841	129.83607274209498	166.3477342762926	117.33956328855129	134.9425857530441	145.78125616550096	119.68963316018926	108.23158781771781	135.84618967480492	153.1766975344508	148.17313323059352	114.03060861906852	132.24634671292733	98.14333100593649	120.50120487395907	151.7215595607413	102.10247308033286	132.30394647072535	119.80449840106303	127.32932361689745	145.11729384446517	130.61933225824032	119.41638393327594	129.48438145843102	112.05813481862424	114.17008439399069	111.64665091363713	114.29072845471092	110.99962990298081	123.22715265426086	118.04576695735159	125.65052687708521	125.96288532551262	128.18512782629114	104.6486788438051	112.14179302030243	85.87351478681376	0.0	93.00548012315994	123.17000009934418	140.6881543486088	105.45415895589394	119.79458285705186	123.92040853697108	103.89029129222035	95.9644733517489	101.51062354788883	114.55972428951645	128.9909158856608	89.60033294605091	118.81994325434789	101.91618759208359	100.42996806297742	109.5812025629566	96.16203806281555	112.9022044367739	107.82180999021512	97.66796114524186	107.25475229571748	137.03203996899538	110.46559722191887	121.25859163950372	90.06267035446945	107.79204725567251	111.97968958917772	76.81787935158354	105.13543833172298	82.48663968208712	107.61351997779275	105.68916271533817	143.14068748627324	122.77971107303165	119.26962995209033	119.58319778169971	143.06072325556306	103.17182340373984	115.68009757424443	125.66380194138037	
Q9UBS5	101.62442716158694	112.6469907828141	109.49326429780922	118.23917592962971	114.27941191080026	132.49543497915147	119.05098848644411	144.0035496793571	103.97481646534288	97.69567726529203	98.46114510978805	110.38497638449189	97.68862839764915	117.15281418379163	133.63867748569464	85.85733950510621	92.6950817789184	123.25396865533548	160.65630310637061	109.36189921508776	122.7254134673858	142.94190190001973	108.07225693343207	101.1158459855942	126.07764504704392	147.0846693640924	140.1714213505038	105.1699150459317	121.09997675695922	104.52128691540565	118.57981952972477	143.3262093787198	102.8294718550751	138.86501510551898	107.8382692176383	120.76078026558389	139.29649699100992	122.18109050276689	116.59499737230362	125.40085594152333	113.62049636716256	108.12344264716376	101.91263431304833	108.57036349212285	93.9849543355158	125.72529094706988	112.71813356164785	110.26642307732254	122.68969296579598	120.50886736594839	109.2027404641849	107.77360718464479	81.14310366149584	93.00548012315994	0.0	120.47560846916167	136.37541010134737	94.26233990601031	119.1299534595455	125.76128464675276	93.80454538069898	86.50131157002761	98.29020926379599	103.21199754491681	120.03114608733449	88.3247784730629	114.10349935741397	94.83475984475808	105.49670217999665	108.0130161488778	88.35060620412696	105.01938849344151	100.1745328308316	104.34622027927253	98.71660858516407	139.81919726799242	108.36702973477077	114.19960746467405	84.74416709734942	104.26776122133015	95.38554856699193	80.81854397142888	89.46129289802047	74.15768967906479	105.81753148573625	100.28655666590203	142.45136981987162	121.27369165542768	115.6918372491491	108.44395256746793	130.01055616833037	94.30074540287023	119.91429616597452	116.27753580367425	
O00222	140.0641781867016	116.63390532432823	138.7428282717883	144.10993685631547	126.2541530340095	147.917158383294	145.75453772302717	167.43801701930352	130.05778963177	121.26227162085706	130.4481914048083	154.08388284387183	124.2511324515217	146.86867488536518	159.00301073445007	120.54956634802511	82.80481908394722	150.09134863168583	182.38805875738035	127.35471799399238	161.322516117536	166.69967848426313	145.38809929665877	134.69803555711405	149.55397852137685	171.63503118383233	168.4136648987187	129.5816446679819	148.95928914804244	134.61435074865585	151.4834129846422	169.6652829409577	134.24402673525037	162.80838604830205	146.4767044177861	147.28227056880132	166.78995188197587	155.51876236248063	151.8651997273555	144.81936448486522	135.2564157609595	144.48889527010033	138.394321187865	137.25050939113135	131.59608648480935	138.6651997474255	146.88949598658655	134.93438779813005	147.2892046168854	161.01287414738908	132.285285007325	150.574188794184	117.04651827907946	123.17000009934418	120.47560846916167	0.0	158.7409659952682	129.19937999837566	156.58822842809604	151.419448735076	108.58430397452321	116.2729425682628	128.4295052170637	143.87705877039116	149.15572106681066	119.46870114607736	146.5758445042884	116.52045542583801	138.254288041775	141.83297004725318	105.8802347065066	139.28168615943287	127.5845062272274	132.18210275632737	128.1830567796569	171.47836602298776	143.61834947537864	138.32475799311942	124.68110947092646	131.17016892973334	134.7788181352662	121.09935733056045	134.93894498379086	116.035193700518	109.32498629509064	132.3423942856607	164.1121030356735	151.454521081876	142.10394132812507	141.7053521736525	159.84753811580595	131.19038694468327	139.6871488032557	142.56870032730512	
Q9NS75	136.17496029965696	146.53699624919682	136.51397568848915	141.43098944498342	153.26165812279214	164.2597991602088	149.16622783688945	164.97608248519828	149.61943761832663	141.62173835883732	138.39246659426135	139.6833210643381	143.91724007794983	145.8186393333308	149.50445996338385	113.47839672639384	132.6154997437552	159.43187713751104	186.86085092514986	150.28930610293173	135.28143980298773	167.3832725782995	138.04036244328017	123.855761591607	146.64531407292816	150.40492985062883	144.03885180069483	144.3370134634897	153.6072726457205	140.99823328494676	119.89062417126843	170.14198476428282	147.0952186115028	161.6481039474893	129.08455171072274	152.5776390307583	166.48331939513446	142.18593515551765	145.1619136260415	155.24016024291632	151.78325594743364	143.47135255040484	142.00626940911752	138.85183826749562	140.1383289832811	154.43579279762344	128.1939209432894	148.632422431343	157.58827863266924	155.78876813102397	145.25669907042175	150.60383232231834	124.19350505025068	140.6881543486088	136.37541010134737	158.7409659952682	0.0	129.9273681693303	132.6714462590462	146.05664457698003	145.64040580121218	135.33521502336953	134.50105653403443	132.50770441789064	118.7637974433892	135.19840799670783	148.57965676122694	138.43497104247217	129.25184845780313	139.1316916892829	135.4289112763072	131.2386956299597	134.3299785167619	152.5479427031387	154.3466751618398	165.05884053689078	150.68776704344782	143.70677287147555	126.28878419741523	143.71497014324996	136.39237022554153	133.71645252092276	141.84744421037612	125.96242643982987	145.61648809445614	134.35959696923965	155.96635623768088	153.7376639765862	160.44211355040898	132.64870154115488	153.62279280289658	142.52204225069727	140.78514351914782	141.08051342933322	
P07550	81.94663230259903	126.21234672953142	87.6886272392876	118.6465869814856	113.67106835026061	111.76412820140831	118.59533549041953	151.78312688262668	98.63980129454285	105.57543042843463	100.29097956127953	102.0382372791355	93.69989748654189	119.74957076180726	128.69850975635927	79.06069961591857	105.98355478508165	117.48548974070582	162.94577673249296	112.39344997401349	122.65853730979143	142.84628489162424	111.63746736984467	90.17754228407284	125.4174896631157	151.02217605989426	138.57163116172887	99.67654407312511	127.12859868892701	115.2844228563481	120.24737215484492	150.7677046864992	111.13846381095937	131.98115724616218	110.67730865633348	80.79597217778792	136.17352122091688	125.33366047270829	109.33202462014742	94.46423218457494	115.34464675164782	109.47179828485241	99.23005412623752	108.95831507717958	92.52870801983954	106.26299762795679	106.02767759464041	99.74938665836817	103.01456134297769	121.92976317962166	109.04649026645347	115.43476860126248	86.62596933888562	105.45415895589394	94.26233990601031	129.19937999837566	129.9273681693303	0.0	115.74181483045686	103.7315343094524	110.59752515424043	97.68685777464998	103.53593065781752	96.26123864203691	117.65293702617055	94.19143593579065	123.91965062078089	107.38880986406002	103.24264405942813	103.24226560327224	109.40695919812424	102.10249627870508	92.54559954971774	115.92867740626389	101.34548188639747	122.92550394491991	106.18928434554255	104.70858143294754	83.7807400674501	108.44714303791989	94.11288109468296	91.36065442368272	94.61607512869523	71.75393149786396	122.10878562960715	104.39347940700827	142.77679337596055	130.65239332302008	122.20851078920532	101.98810118401889	134.189334820956	90.67851116426755	98.1421496456096	113.28606182674412	
P35367	119.44393893389497	143.53385552810505	116.57602253262303	118.3252210370265	137.682325702277	146.93033752945485	134.38868931448087	154.655779651599	129.7370617062552	128.13804310077103	115.46082894824212	120.27031268234714	125.85532986646285	131.71071587101324	152.73126260872232	111.20622958434979	132.96676304144785	141.75972833155538	179.829671951622	135.50673850462772	128.55886285629822	156.21978146096808	122.6698105026735	121.36530136404326	136.9761792999925	150.2637787492713	152.29599011311075	126.70658166802605	144.32246901030885	123.14442235877505	127.74514566460857	157.0642981013516	127.41170219739433	138.86900126328692	122.26907463680254	141.45596273682895	156.05923146521673	134.75285802112194	134.63000655034557	137.07249555550516	139.70074372726958	130.4393146345974	130.73166073282482	125.95314205187606	124.73824224786222	135.68573463038774	125.14441862028616	137.3861496844911	139.18696275059483	142.6969528265181	131.45509550289717	134.73689880798338	108.7050191603339	119.79458285705186	119.1299534595455	156.58822842809604	132.6714462590462	115.74181483045686	0.0	129.85493688774295	132.19917618692853	120.62163759276154	123.67291164962808	125.65039406367578	132.11946745036403	116.26654478849377	133.30112640740117	122.3586988268653	118.03281846850587	129.06921510543907	120.00740856019547	126.06904266658239	118.6654366167495	135.10109239559097	127.26485609314113	149.51982244220562	133.16102440888062	132.2821463797154	102.74898870350444	125.8138825429487	119.8545330723864	109.07278044734267	119.52209365853923	100.62824449298205	140.75122735921468	107.86899359495146	150.19138733588625	150.27745249465806	133.1446605999372	118.72666195739293	143.41942305932753	120.07712595997145	123.8575705487674	129.81958545331145	
P35348	116.80815081985202	142.88187760632718	79.96934911285643	137.55886655999348	136.39114610134857	110.15280541800894	141.7958981959382	166.6411926742876	124.69936931924894	125.33578452450456	128.61525158432778	135.4459798411408	118.36986336827977	137.81712528318167	149.205746366526	104.63369455159409	131.60410767892608	144.361209853756	184.1610268423392	125.62627390865237	143.4380060042604	162.36112828543992	135.0422240718617	129.17068958462914	141.98169754387345	156.5553504654672	158.14587519899942	115.9036791632825	135.08189489046345	128.15055213338928	137.68986436212435	167.4699135866249	126.1028779965709	142.44772273895796	129.20783223124454	111.09778982659918	159.2029603193514	144.64753551146714	134.6856613836717	107.14005889964756	123.2681410794612	137.7678708867752	125.93318610975984	130.5600860339473	124.00750908154441	104.59267770429142	132.40020885663398	134.45770576113136	104.57347119881888	152.2023747713538	126.14725808915682	140.30761191196507	111.24080875814252	123.92040853697108	125.76128464675276	151.419448735076	146.05664457698003	103.7315343094524	129.85493688774295	0.0	125.65392341790721	125.15477235006983	127.15946866484592	129.63622847688384	138.25494309904752	118.03073979343753	133.33008086541668	129.22831912676338	120.39052337124303	130.41185590066016	122.8548942998168	136.54158698325045	124.99702591187088	126.33941523647809	130.12875184016593	145.26323993020924	127.82343975076219	130.16323787112196	117.9620515681745	119.63060289190616	120.91203914023936	126.0693562880333	122.79394171954482	104.66874256258598	136.5227323979052	128.8469005872612	149.3013153221691	145.7311918187188	141.6556154555874	123.82636748475488	149.18986068014055	121.55667163117323	79.13356514811312	128.3394031637581	
Q14832	117.15753481956199	109.34498553111916	115.96834448250593	128.85595527640544	115.63836152403383	133.33301456971094	130.0827845527092	162.01198250020389	112.64426737534814	94.90951417264296	106.58779983606655	129.5244004893175	103.34378759068204	133.64754884364083	137.61960826080758	100.10386589850532	85.78390206879703	134.254866225383	166.01179876961396	117.37417338765226	146.98032751254505	149.66579682173324	131.3131837641704	113.21584822254954	135.35674809094053	155.2642754886765	150.12017453624867	110.37482780226856	133.23248072125716	121.98531785985688	130.34486361499876	153.41904751618858	106.61128175334306	140.08627661468927	125.55113753426122	132.27760045262403	146.60176416952163	139.05013332673116	124.35476015415043	127.08803667000029	121.08494602423161	125.28825715818675	112.03853110328782	118.61465359915746	109.45281885789154	127.47449053800665	123.66884764326096	123.44314256246435	121.65891344143893	132.7446595019428	113.88898655679077	129.3560025159386	98.54398779659823	103.89029129222035	93.80454538069898	108.58430397452321	145.64040580121218	110.59752515424043	132.19917618692853	125.65392341790721	0.0	81.77827549100039	110.92613387986785	116.0618806751445	136.9114695393364	95.88901043043006	126.34551856317557	83.9801354954252	114.20799926681502	118.99260989599861	77.77039282821352	123.20554533484392	107.70060431066668	113.00144937926962	104.68721980125702	152.8436973830103	113.91915513569256	119.18639922000875	93.5382364411198	105.86336885055061	113.35172132542357	92.36466994768125	117.4381636789476	88.95253599685384	87.23174198983179	116.04478263302008	152.82572566659655	118.47198872861918	127.11658969463315	132.40222843142692	140.31864635273814	115.78261864802334	124.82382634863461	125.9419016308384	
P41594	97.37193671587738	111.42760247128899	101.31125699874246	116.53130412081373	109.75423875285196	128.28889060529764	125.24439765201532	143.66987980194972	104.53332258880255	86.55026209788048	94.44284327313653	116.48126937350025	89.21892455624766	119.04589278894127	133.78027701415704	85.78363425846328	86.9186955326877	123.45212094695307	163.70598311105277	108.70699577548658	129.65304972915328	142.2556063121301	118.95255763127352	97.68426061942591	124.3544821011892	151.36661133615416	141.27257248622482	101.41806366026867	130.73921735832118	110.22129949237569	115.2421086721879	150.87438911836944	90.58608498997637	133.64211044288822	113.59979838653817	128.05448829132365	136.34223669933272	131.17619636867312	115.14740878742305	125.07989066638402	101.30359912177664	119.53195961858728	102.5737309694232	112.80474444312858	98.8529979944069	123.60004417112214	113.09325817825447	110.82944177373429	122.87857671547681	127.19901545756147	113.24938012243365	119.2226767646207	88.58829165714269	95.9644733517489	86.50131157002761	116.2729425682628	135.33521502336953	97.68685777464998	120.62163759276154	125.15477235006983	81.77827549100039	0.0	103.7039811098075	102.8339182730706	121.33019151774351	77.93405048022396	120.98159623748506	56.83433747323579	98.80280684020545	105.11921418036218	82.43010323579074	111.00200353100081	95.68720558469067	101.02874838963908	94.49957515245478	146.00122086514602	101.77092633853317	102.05041857883043	69.23906733153854	93.28223982886993	99.3514928817458	79.68361411656952	99.99070114194183	77.00159150463878	87.6546556061221	104.0586367775395	143.8348244985973	125.19320932994015	121.32990990523831	116.25296303522191	137.93468614059384	99.57336896043853	110.96846703087067	116.20738459043787	
P30874	110.20274144940777	122.7817840387579	109.23231574424426	127.02183741662884	121.68034136679489	134.38553970382782	126.6445177931455	153.83900833764346	115.50159310834715	106.35356735251844	104.63034313119715	119.48894853380625	104.14607981592417	119.6045156486216	134.0896738760057	95.27587951999158	102.94266742211767	135.26832079412998	168.87127100714133	110.64206895785173	135.4476049048826	149.7507366927748	124.54965371696744	106.6362121773418	135.7846875914256	153.2872161954292	148.31569722498534	111.05547662635217	133.60675018990878	111.18905127083417	125.56925085192779	153.11462864856003	119.83932686771732	142.61344444117276	122.45761721336748	131.09156174879172	143.69658285292098	131.31116592790931	119.1942824574071	132.03124614612898	122.69878187979339	77.5821199537022	115.50518139830092	114.39782610698603	101.79126457394887	127.43691385100828	119.55534862434433	122.9894969362067	129.0359561892983	123.85452004388208	115.0540682564606	77.13474880158901	95.4959331125574	101.51062354788883	98.29020926379599	128.4295052170637	134.50105653403443	103.53593065781752	123.67291164962808	127.15946866484592	110.92613387986785	103.7039811098075	0.0	110.53448087495053	128.73914744856302	96.71570420410717	80.52748763124691	111.08931513834978	105.48229783876741	112.39779419958359	103.43989866657648	107.04959566140315	107.94227280735504	117.81304695511062	112.3167009185272	144.73855814349372	119.12567879550625	118.0143016610964	100.87387146058609	117.13677076337626	97.3760701888823	93.80345514902729	102.27177982029389	88.72873168671504	112.34760111726064	112.80381333827972	138.41155162634095	125.90199625556124	122.66000308602815	111.8993584382697	146.1042642557877	105.20727057760814	118.1046676131009	122.9487653405522	
P29275	105.29036013339646	134.7578255904955	113.82977256775484	124.88902685663197	118.07250177749665	135.29584454069845	118.78911880392116	155.6068688161904	110.45866381726228	110.22163860866567	105.5325124800438	109.32955614294042	104.8812904637889	123.33479702554177	132.60165835591033	86.48846016504103	117.99781195557443	122.14276003025589	167.83517249007127	119.80734689929523	119.47372854844434	148.74784442826058	116.15836699068313	100.29405961773591	124.27009698841721	154.0465205081273	146.72929420298897	104.86158062858158	138.42136940645287	116.66200016607763	123.2960387992207	149.7655190549558	114.89159526611911	145.67241642670706	108.3453015689156	120.14913430062006	137.0234291414963	134.32595145824598	91.1659052768955	124.02622588712256	122.29745500092395	117.54478810314322	108.49758451350499	116.60203706630273	104.25015811032063	128.01960303471424	115.78792303621594	121.45001259382116	131.75144958592136	124.85645384667441	119.44104546925519	122.74248254048871	95.2348523899418	114.55972428951645	103.21199754491681	143.87705877039116	132.50770441789064	96.26123864203691	125.65039406367578	129.63622847688384	116.0618806751445	102.8339182730706	110.53448087495053	0.0	126.05074619682273	92.77903848222923	127.8337362492457	106.80577556951903	103.50429393754166	103.69823682215065	111.67676594044315	110.8953536687186	97.62634418433299	123.37616414554941	111.1729233161459	134.29057390388334	97.76872296392685	113.83394342985412	97.84054378626752	111.41313642961904	103.86764304491226	99.04104169688071	101.47961253570975	89.72808514820645	128.82414302903635	111.00891064136522	140.00307338719722	127.47652983677108	131.5352830865886	109.81923092540819	139.29019349766895	101.26735671388451	124.4642759128401	119.12896726164035	
